"Prov","Comu","Dist","CodScuola","ScAssiciataA","Indirizzo","ScPrincipaleCon"
"LATINA","TERRACINA","048","LTMM83001N","LTIC83000L","VIA A. OLIVETTI",""
"LATINA","CASTELFORTE","049","LTMM825016","LTIC825005","VIA A. FUSCO CASTELFORTE",""
"LATINA","FORMIA","049","LTMM812014","LTIC812003","VIA PALAZZO FORMIA",""
"LATINA","FORMIA","049","LTMM818013","LTIC818002","VIA DIVISIONE JULIA N. 62 FORMIA",""
"LATINA","FORMIA","049","LTMM81301X","LTIC81300V","VIA E. FILIBERTO 73 RIONE MOLA",""
"LATINA","GAETA","049","LTMM80302A","LTIC803008","PIAZZA TRIESTE 5 GAETA",""
"LATINA","GAETA","049","LTMM82301E","LTIC82300D","VIA CALEGNA N. 20",""
"LATINA","ITRI","049","LTMM83501R","LTIC83500Q","VIA G. MATTEOTTI N. 43 05",""
"LATINA","MINTURNO","049","LTMM854016","LTIC854005","VIA L. CADORNA S. N. C.",""
"LATINA","MINTURNO","049","LTMM855012","LTIC855001","VIA APPIA 311",""
"LATINA","SANTI COSMA E DAMIANO","049","LTMM81401Q","LTIC81400P","VIA RISORGIMENTO 85 SANTI COSMA E DAMIANO",""
"LATINA","SPIGNO SATURNIA","049","LTMM854027","LTIC854005","PIAZZA DANTE",""
"LATINA","PONZA","049","LTMM826012","LTIC826001","VIA CAVATELLA LOC. LE FORNA",""
"LATINA","VENTOTENE","049","LTMM818024","LTIC818002","VIA OLIVI",""
"LATINA","","","LTSS000XR6","","(NON ESPRIMIBILE DAL PERSONALE AMMINISTRATIVO TECNICO ED AUSILIARIO)",""
"LATINA","","","LTSS000DR1","","(NON ESPRIMIBILE DAL PERSONALE AMMINISTRATIVO TECNICO ED AUSILIARIO)",""
"LATINA","APRILIA","044","LTPS060002","","VIA CARROCETO 193A",""
"LATINA","APRILIA","044","LTTD00450V","","VIA CELLINI 10",""
"LATINA","APRILIA","044","LTTD00401E","LTIS004008","VIA CARROCETO SNC",""
"LATINA","APRILIA","044","LTTF00401R","LTIS004008","VIA CARROCETO SNC",""
"LATINA","APRILIA","044","LTRI00401X","LTIS004008","VIA BOCCHERINI SNC",""
"LATINA","APRILIA","044","LTIS004008","","APRILIA - VIA CARROCETO SNC","CON SEZIONI ASSOCIATE"
"LATINA","CISTERNA DI LATINA","045","LTPS001028","LTIS00100R","VIA RIMINI SNC",""
"LATINA","CISTERNA DI LATINA","045","LTTD001013","LTIS00100R","VIA LUIGI EINAUDI",""
"LATINA","CISTERNA DI LATINA","045","LTTF001019","LTIS00100R","VIA LUIGI EINAUDI",""
"LATINA","CISTERNA DI LATINA","045","LTIS00100R","","(NON ESPRIMIBILE DAL PERSONALE DOCENTE)","CON SEZIONI ASSOCIATE"
"LATINA","LATINA","046","LTPC01000T","","VIALE MAZZINI",""
"LATINA","LATINA","046","LTPM030007","","VIALE LE CORBUSIER SNC",""
"LATINA","LATINA","046","LTPS02000G","","VIA S. AGOSTINO 8",""
"LATINA","LATINA","046","LTPS05000B","","VIA SEZZE SNC",""
"LATINA","LATINA","046","LTTD02000B","","VIALE LE CORBUSIER SNC",""
"LATINA","LATINA","046","LTTD02051T","","VIALE LE CORBUSIER SNC",""
"LATINA","LATINA","046","LTTD01601R","LTIS01600E","V. MARIO SICILIANO 4",""
"LATINA","LATINA","046","LTTL01801V","LTIS018006","VIA PONCHIELLI",""
"LATINA","LATINA","046","LTTE01301R","LTIS013003","VIA RENO",""
"LATINA","LATINA","046","LTTE013516","","VIA RENO",""
"LATINA","LATINA","046","LTTF01301G","LTIS013003","VIA RENO SNC",""
"LATINA","LATINA","046","LTTF01801P","LTIS018006","VIA PONCHIELLI S. N. C.",""
"LATINA","LATINA","046","LTTF013511","","VIA RENO",""
"LATINA","LATINA","046","LTRA01602G","LTIS01600E","VIA MARIO SICILIANO 4",""
"LATINA","LATINA","046","LTRC019011","LTIS019002","PIAZZA ALDO MANUZIO N. 10",""
"LATINA","LATINA","046","LTRI01901N","LTIS019002","VIA DON TORELLO 38",""
"LATINA","LATINA","046","LTSL00901P","LTIS00900B","VIALE GIULIO CESARE N. 20",""
"LATINA","LATINA","046","LTST02000T","","VIA EZIO",""
"LATINA","LATINA","046","LTIS018006","","VIA PONCHIELLI S. N. C.","CON SEZIONI ASSOCIATE"
"LATINA","LATINA","046","LTIS013003","","LATINA - VIA RENO SNC","CON SEZIONI ASSOCIATE"
"LATINA","LATINA","046","LTIS00900B","","VIALE GIULIO CESARE N. 20","CON SEZIONI ASSOCIATE"
"LATINA","LATINA","046","LTIS019002","","LATINA - VIA DON TORELLO 38","CON SEZIONI ASSOCIATE"
"LATINA","LATINA","046","LTIS01600E","","B. GO PIAVE - VIA MARIO SICILIANO 4","CON SEZIONI ASSOCIATE"
"LATINA","PRIVERNO","047","LTPC00301Q","LTIS00300C","VIA MONTANINO 1",""
"LATINA","PRIVERNO","047","LTTF003011","LTIS00300C","VIA MONTANINO 1",""
"LATINA","PRIVERNO","047","LTRA00301C","LTIS00300C","VIA MARITTIMA 1 SEDE STACCATA",""
"LATINA","PRIVERNO","047","LTSD009018","LTIS00900B","VIA G. MATTEOTTI",""
"LATINA","PRIVERNO","047","LTIS00300C","","VIA MONTANINO1","CON SEZIONI ASSOCIATE"
"LATINA","SABAUDIA","047","LTTF05000D","","VIA DEL PARCO NAZIONALE",""
"LATINA","SEZZE","047","LTPC006017","LTIS00600X","VIA CAPPUCCINI SNC",""
"LATINA","SEZZE","047","LTTD006016","LTIS00600X","VIA CAPPUCCINI SNC",""
"LATINA","SEZZE","047","LTTD00650E","","",""
"LATINA","SEZZE","047","LTIS00600X","","VIA CAPPUCCINI SNC","CON SEZIONI ASSOCIATE"
"LATINA","FONDI","048","LTPC06000V","","VIA PIERO GOBETTI 2",""
"LATINA","FONDI","048","LTTD08050C","","VIA SA MAGNO S. N. C.",""
"LATINA","FONDI","048","LTTD080003","","VIA SAN MAGNO S. N. C.",""
"LATINA","FONDI","048","LTTF060004","","VIA APPIA LATO ITRI 75 (CON SEZ. ASSOC. IN: SANTI COSMA E DAMIANO)",""
"LATINA","TERRACINA","048","LTPS04000R","","VIA PANTANELLE SNC",""
"LATINA","TERRACINA","048","LTTD04000L","","VIA MARANDOLA SNC",""
"LATINA","TERRACINA","048","LTTD040502","","VIA MARANDOLA S. N. C.",""
"LATINA","TERRACINA","048","LTRC01000D","","VIA ROMA 125",""
"LATINA","CASTELFORTE","049","LTTD100003","","VIA A. FUSCO",""
"LATINA","FORMIA","049","LTPC07000D","","VIA RIALTO FERROVIA 44",""
"LATINA","FORMIA","049","LTPM02000L","","VIA OLIVETANI 24",""
"LATINA","FORMIA","049","LTTD01000R","","VIA DELLA CONCA N. 37",""
"LATINA","FORMIA","049","LTTD01701L","LTIS01700A","LOCALITA' PENITRO",""
"LATINA","FORMIA","049","LTRH01000P","LTVC02000Q","GIANOLA",""
"LATINA","FORMIA","049","LTRH010504","","GIANOLA",""
"LATINA","FORMIA","049","LTRI017012","LTIS01700A","VIA E. FILIBERTO 13",""
"LATINA","FORMIA","049","LTIS01700A","","FORMIA - VIA E. FILIBERTO 13","CON SEZIONI ASSOCIATE"
"LATINA","GAETA","049","LTPS100007","","P. ZA TRIESTE",""
"LATINA","GAETA","049","LTTD007012","LTIS00700Q","VIA CALEGNA",""
"LATINA","GAETA","049","LTTH00701Q","LTIS00700Q","PIAZZA TRIESTE 7",""
"LATINA","GAETA","049","LTRC00701P","LTIS00700Q","P. ZZA TRIESTE 7",""
"LATINA","GAETA","049","LTIS00700Q","","PIAZZA TRIESTE 7","CON SEZIONI ASSOCIATE"
"LATINA","ITRI","049","LTRA01601E","LTIS01600E",". ZZA TRIESTE 7",""
"LATINA","MINTURNO","049","LTPS030006","","VIA SANTA REPARATA N. 11",""
"LATINA","SANTI COSMA E DAMIANO","049","LTTF060015","","VIA SELCI S. N. C.",""
"LATINA","PONZA","049","LTTD11000N","","VIA PANTANO",""
"RIETI","ACCUMOLI","001","RIAA81101L","RIIC81100Q","VIALE DELLE RIMEMBRANZE",""
"RIETI","AMATRICE","001","RIAA81102N","RIIC81100Q","VIALE F. GRIFONI",""
"RIETI","AMATRICE","001","RIAA81100G","RIIC81100Q","VIA SATURNINO MUZII 4 AMATRICE",""
"RIETI","ANTRODOCO","001","RIAA81803D","RIIC81800E","VIA LUNGO VELINO SNC",""
"RIETI","ANTRODOCO","001","RIAA81800A","RIIC81800E","VIA L. MANNETTI 1 ANTRODOCO",""
"RIETI","ANTRODOCO","001","RIAA81805G","RIIC81800E","VASCHE DI CASTEL S. ANGELO",""
"RIETI","BELMONTE IN SABINA","001","RIAA81303A","RIIC81300B","VIA COLLE CATINO",""
"RIETI","BORGO VELINO","001","RIAA81804E","RIIC81800E","VIALE ALDO MORO 94 BORGOVELINO",""
"RIETI","ORVINIO","001","RIAA81704P","RIIC81700P","VIA NUOVA 10 ORVINIO",""
"RIETI","CANTALICE","001","RIAA826009","RIIC82600D","VIA ANDREA COSTA S. N. C. CANTALICE",""
"RIETI","CANTALICE","001","RIAA82601A","RIIC82600D","VIA A. COSTA S. N. C.",""
"RIETI","CASAPROTA","001","RIAA81002T","RIIC81000X","L. GO CAVALIERI DI V. VENETO SNC CASAPROTA",""
"RIETI","CASTEL DI TORA","001","RIAA81304B","RIIC81300B","VIA PIANA 1",""
"RIETI","CITTADUCALE","001","RIAA82003D","RIIC82000E","VIA CAVALIERI DI VITTORIO VENETO N. 2",""
"RIETI","CITTADUCALE","001","RIAA82001B","RIIC82000E","VIA 8 MARZO",""
"RIETI","CITTADUCALE","001","RIAA82002C","RIIC82000E","VIA 20 SETTEMBRE",""
"RIETI","CITTADUCALE","001","RIAA82000A","RIIC82000E","VIA CAVALIERI DI VITTORIO VENETO N. 2 CITTADUCALE",""
"RIETI","CITTAREALE","001","RIAA81103P","RIIC81100Q","CORSO VITTORIO EMANUELE N. 30 CITTAREALE",""
"RIETI","COLLI SUL VELINO","001","RIAA806015","RIIC806008","VIA DANTE ALIGHIERI",""
"RIETI","CONTIGLIANO","001","RIAA82300T","RIIC823002","VIA DELLA REPUBBLICA CONTIGLIANO",""
"RIETI","CONTIGLIANO","001","RIAA82301V","RIIC823002","VIA DELLA REPUBBLICA23",""
"RIETI","FRASSO SABINO","001","RIAA815032","RIIC815003","VIA MIRTENSE",""
"RIETI","GRECCIO","001","RIAA82302X","RIIC823002","VIA DEL VIVAIO",""
"RIETI","LEONESSA","001","RIAA806004","RIIC806008","VIA A. MORO 8",""
"RIETI","LEONESSA","001","RIAA806026","RIIC806008","VIALE ALDO MORO 8",""
"RIETI","LONGONE SABINO","001","RIAA813029","RIIC81300B","VIA RIETI FRAZ. FASSINORO",""
"RIETI","MONTELEONE SABINO","001","RIAA81004X","RIIC81000X","VIA TREBULA MUTUESCA N. 135 MONTELEONE SABINO",""
"RIETI","MONTELEONE SABINO","001","RIAA81003V","RIIC81000X","VIA VIGNALETTI S. N. C. FRAZ GINESTRA",""
"RIETI","MONTE SAN GIOVANNI IN SABINA","001","RIAA823031","RIIC823002","LOC. GALLO MONTE CAVALLO MONTE S GIOVANNI IN SABINA",""
"RIETI","POGGIO BUSTONE","001","RIAA82603C","RIIC82600D","LOCALITA' BORGO SAN PIETRO POGGIO BUSTONE",""
"RIETI","POGGIO MOIANO","001","RIAA81700E","RIIC81700P","VIALE MANZONI 17 POGGIO MOIANO",""
"RIETI","POGGIO MOIANO","001","RIAA81701G","RIIC81700P","VIA UGO FOSCOLO POGGIO MOIANO",""
"RIETI","POGGIO NATIVO","001","RIAA815021","RIIC815003","VIA ARCHIPIGLIONE FRAZ CASALI",""
"RIETI","POGGIO NATIVO","001","RIAA81500V","RIIC815003","VIA ROMA",""
"RIETI","POGGIO NATIVO","001","RIAA81501X","RIIC815003","VIA ROMA",""
"RIETI","POSTA","001","RIAA81802C","RIIC81800E","",""
"RIETI","RIETI","001","RIAA822035","RIIC822006","VIALE EMILIO MARAINI 1 RIETI",""
"RIETI","RIETI","001","RIAA81601Q","RIIC81600V","/",""
"RIETI","RIETI","001","RIAA821039","RIIC82100A","FRAZ. PIANI DI P. FIDONI",""
"RIETI","RIETI","001","RIAA822046","RIIC822006","VIA DEI MILLE 1 Q. RE MOLINO DELLA SALCE",""
"RIETI","RIETI","001","RIAA821017","RIIC82100A","VIA DELLA CAVATELLA Q. RE BORGO S. ANTONIO",""
"RIETI","RIETI","001","RIAA82901T","RIIC829001","Q. RE BORGO S. LUCIA",""
"RIETI","RIETI","001","RIAA828034","RIIC828005","VIA AMELOTTI Q. RE VILLA REATINA",""
"RIETI","RIETI","001","RIAA828023","RIIC828005","VIA F. M. MALFATTI",""
"RIETI","RIETI","001","RIAA828012","RIIC828005","VIA RENZO DE FELICE CAMPOLONIANO",""
"RIETI","RIETI","001","RIAA821006","RIIC82100A","LOCALITA' CAMPOMORO S. N. C. RIETI",""
"RIETI","RIETI","001","RIAA81600P","RIIC81600V","VIA XXIII SETTEMBRE N. 16 RIETI",""
"RIETI","RIETI","001","RIAA822002","RIIC822006","PIAZZA MAZZINI N. 7 RIETI",""
"RIETI","RIETI","001","RIAA82900R","RIIC829001","P. ZZA BACHELET 3 RIETI",""
"RIETI","RIETI","001","RIAA82104A","RIIC82100A","VIA ISONZO 87 RIETI",""
"RIETI","RIETI","001","RIAA822024","RIIC822006","VIA LAMA Q. RE. QUATTROSTRADE",""
"RIETI","RIETI","001","RIAA822013","RIIC822006","PIAZZA MAZZINI 7 RIETI",""
"RIETI","RIETI","001","RIAA81602R","RIIC81600V","VIALE DE JULIIS RIETI",""
"RIETI","RIETI","001","RIAA822057","RIIC822006","VIALE MARAINI N. 11 RIETI",""
"RIETI","RIETI","001","RIAA828001","RIIC828005","PIAZZA RISORGIMENTO 2",""
"RIETI","RIVODUTRI","001","RIAA82604D","RIIC82600D","VILLAGGIO S. MARIA RIVODUTRI",""
"RIETI","ROCCA SINIBALDA","001","RIAA813018","RIIC81300B","VIA DELL'ANTICA",""
"RIETI","ROCCA SINIBALDA","001","RIAA813007","RIIC81300B","VIA ROMA ROCCA SINIBALDA",""
"RIETI","SCANDRIGLIA","001","RIAA81702L","RIIC81700P","VIA RIETI FRAZ PONTICELLI",""
"RIETI","TORRICELLA IN SABINA","001","RIAA81001R","RIIC81000X","VIA S. MARIA TORRICELLA IN SABINA",""
"RIETI","TORRICELLA IN SABINA","001","RIAA81000Q","RIIC81000X","VIA G. MARCONI. N. 37 TORRICELLA IN SABINA",""
"RIETI","CASPERIA","002","RIAA80900G","RIIC80900Q","PIAZZA ODDO VALERIANI SNC",""
"RIETI","CASPERIA","002","RIAA80902N","RIIC80900Q","PIAZZA ODDO VALERIANI S. N. C.",""
"RIETI","CANTALUPO IN SABINA","002","RIAA814014","RIIC814007","VIA SAN BIAGIO CANTALUPO IN SABINA",""
"RIETI","CASTELNUOVO DI FARFA","002","RIAA815054","RIIC815003","VIA SANTA MARIA",""
"RIETI","COLLEVECCHIO","002","RIAA82401P","RIIC82400T","VIA GEN. LE E. PEZZI S. N. C.",""
"RIETI","CONFIGNI","002","RIAA80901L","RIIC80900Q","",""
"RIETI","COTTANELLO","002","RIAA80903P","RIIC80900Q","VIA PALOMBARA",""
"RIETI","FARA IN SABINA","002","RIAA827027","RIIC827009","",""
"RIETI","FARA IN SABINA","002","RIAA827038","RIIC827009","",""
"RIETI","FARA IN SABINA","002","RIAA827049","RIIC827009","",""
"RIETI","FARA IN SABINA","002","RIAA82705A","RIIC827009","",""
"RIETI","FARA IN SABINA","002","RIAA827016","RIIC827009","",""
"RIETI","FARA IN SABINA","002","RIAA827005","RIIC827009","PIAZZA DELLA LIBERTA' 3 PASSO CORESE",""
"RIETI","FORANO","002","RIAA814003","RIIC814007","VIA DEL PASSEGGIO 94",""
"RIETI","FORANO","002","RIAA814025","RIIC814007","VIA DELLA CROCE SNC",""
"RIETI","FORANO","002","RIAA814036","RIIC814007","VIA POGGIO MIRTETO SNC",""
"RIETI","MAGLIANO SABINA","002","RIAA82400N","RIIC82400T","VIALE TREDICI GIUGNO 42 MAGLIANO SABINA",""
"RIETI","MAGLIANO SABINA","002","RIAA82402Q","RIIC82400T","VIA PRINCIPE DI PIEMONTE S. N. C.",""
"RIETI","MONTEBUONO","002","RIAA82403R","RIIC82400T","VIA GUGLIELMO MARCONI S. N. C.",""
"RIETI","MONTOPOLI DI SABINA","002","RIAA805008","RIIC80500C","VIA A. GRAMSCI SNC MONTOPOLI DI SABINA",""
"RIETI","MONTOPOLI DI SABINA","002","RIAA805019","RIIC80500C","VIA CASENUOVE GRANARI SNC MONTOPOLI DI SABINA",""
"RIETI","POGGIO CATINO","002","RIAA82501E","RIIC82500N","PIAZZA SANT'ANTONIO SNC",""
"RIETI","POGGIO MIRTETO","002","RIAA82505P","RIIC82500N","VIA BRODOLINI SNC",""
"RIETI","POGGIO MIRTETO","002","RIAA82504N","RIIC82500N","VIA SANT'ANGELO SNC",""
"RIETI","POGGIO MIRTETO","002","RIAA82500D","RIIC82500N","VIA BULGARELLI S. N. C. POGGIO MIRTETO",""
"RIETI","POGGIO MIRTETO","002","RIAA82503L","RIIC82500N","VIALE G. DE VITO14",""
"RIETI","ROCCANTICA","002","RIAA80904Q","RIIC80900Q","",""
"RIETI","SALISANO","002","RIAA82502G","RIIC82500N","LARGO COSTANTINI 14",""
"RIETI","SELCI","002","RIAA80801R","RIIC80800X","VIA FONTE LEORGA",""
"RIETI","STIMIGLIANO","002","RIAA80803V","RIIC80800X","VIA DEI CASALI",""
"RIETI","TARANO","002","RIAA80802T","RIIC80800X","VIA PROVINCIALE SNC TARANO",""
"RIETI","TOFFIA","002","RIAA815043","RIIC815003","VIA FARENSE",""
"RIETI","TORRI IN SABINA","002","RIAA80800Q","RIIC80800X","LOC. VESCOVIO TORRI IN SABINA",""
"RIETI","BORGOROSE","003","RIAA819017","RIIC81900A","VIALE MICANGELI 41",""
"RIETI","BORGOROSE","003","RIAA819028","RIIC81900A","",""
"RIETI","BORGOROSE","003","RIAA819039","RIIC81900A","",""
"RIETI","BORGOROSE","003","RIAA819006","RIIC81900A","VIA MICANGELI 41 BORGOROSE",""
"RIETI","FIAMIGNANO","003","RIAA807022","RIIC807004","",""
"RIETI","PESCOROCCHIANO","003","RIAA807044","RIIC807004","",""
"RIETI","PESCOROCCHIANO","003","RIAA807033","RIIC807004","",""
"RIETI","PETRELLA SALTO","003","RIAA80700X","RIIC807004","VIA S. MARIA APPARI' N. 12 PETRELLA SALTO",""
"RIETI","PETRELLA SALTO","003","RIAA807011","RIIC807004","CAPOLUOGO",""
"RIETI","","001","RICT700006","","RIETI - VIALE FASSINI 1","CON SEDE AMMINISTRATIVA"
"RIETI","ACCUMOLI","001","RIEE81101T","RIIC81100Q","VIALE DELLE RIMEMBRANZE",""
"RIETI","AMATRICE","001","RIEE81102V","RIIC81100Q","VIALE SATURNINO MUZII N. 4",""
"RIETI","AMATRICE","001","RIIC81100Q","","AMATRICE - VIA SATURNINO MUZII 4","CON SEZIONI ASSOCIATE"
"RIETI","ANTRODOCO","001","RIEE81803P","RIIC81800E","VIA LUIGI MANNETTI1 ANTRODOCO",""
"RIETI","ANTRODOCO","001","RIIC81800E","","ANTRODOCO - VIA L. MANNETTI 1","CON SEZIONI ASSOCIATE"
"RIETI","BELMONTE IN SABINA","001","RIEE81301D","RIIC81300B","VIA COLLE CATINO",""
"RIETI","BORGO VELINO","001","RIEE81804Q","RIIC81800E","VIALE ALDO MORO 69",""
"RIETI","ORVINIO","001","RIEE817051","RIIC81700P","VIA NUOVA 10 ORVINIO",""
"RIETI","CANTALICE","001","RIEE82601G","RIIC82600D","VIA A. COSTA S. N. C.",""
"RIETI","CANTALICE","001","RIIC82600D","","CANTALICE - VIA ANDREA COSTA S. N. C.","CON SEZIONI ASSOCIATE"
"RIETI","CASAPROTA","001","RIEE810034","RIIC81000X","L. GO CAVALIERI DI V. VENETO SNC",""
"RIETI","CASTEL SANT'ANGELO","001","RIEE81805R","RIIC81800E","VIA D. ALIGHIERI",""
"RIETI","CITTADUCALE","001","RIEE82002N","RIIC82000E","VIA CAVALIERI DI VITTORIO VENETO2",""
"RIETI","CITTADUCALE","001","RIEE82001L","RIIC82000E","VIA 8 MARZO",""
"RIETI","CITTADUCALE","001","RIEE82003P","RIIC82000E","VIA DON MINOZZI",""
"RIETI","CITTADUCALE","001","RIIC82000E","","CITTADUCALE - VIA CAVALIERI DI VITTORIO VENETO N. 2","CON SEZIONI ASSOCIATE"
"RIETI","CITTAREALE","001","RIEE81103X","RIIC81100Q","CORSO VITTORIO EMANUELE N. 30 CITTAREALE",""
"RIETI","COLLALTO SABINO","001","RIEE81305N","RIIC81300B","VIA IV NOVEMBRE",""
"RIETI","COLLE DI TORA","001","RIEE81304L","RIIC81300B","VIA COLLE DELLA MADONNA",""
"RIETI","COLLI SUL VELINO","001","RIEE80603C","RIIC806008","",""
"RIETI","CONTIGLIANO","001","RIEE823014","RIIC823002","VIA DELLA REPUBBLICA23 CONTIGLIANO",""
"RIETI","CONTIGLIANO","001","RIIC823002","","CONTIGLIANO - VIA DELLA REPUBBLICA","CON SEZIONI ASSOCIATE"
"RIETI","FRASSO SABINO","001","RIEE815059","RIIC815003","PIAZZA CESARE OREGLIA",""
"RIETI","GRECCIO","001","RIEE823025","RIIC823002","VIA DEL VIVAIO",""
"RIETI","LEONESSA","001","RIEE80602B","RIIC806008","",""
"RIETI","LEONESSA","001","RIEE80601A","RIIC806008","VIALE ALDO MORO 8",""
"RIETI","LEONESSA","001","RIIC806008","","LEONESSA - VIA A. MORO 8","CON SEZIONI ASSOCIATE"
"RIETI","LONGONE SABINO","001","RIEE81302E","RIIC81300B","VO. OSTERIA MATTIONI",""
"RIETI","MONTELEONE SABINO","001","RIEE810023","RIIC81000X","VIA TREBULA MUTUESCA N. 135 MONTELEONE SABINO",""
"RIETI","MONTE SAN GIOVANNI IN SABINA","001","RIEE823036","RIIC823002","VIA DELLE RIPI MONTE S. GIOVANNI IN SABINA",""
"RIETI","POGGIO BUSTONE","001","RIEE82603N","RIIC82600D","VIA FRANCESCANA S. N. C.",""
"RIETI","POGGIO MOIANO","001","RIEE81701R","RIIC81700P","VIA MONTELEONE 5 POGGIO MOIANO",""
"RIETI","POGGIO MOIANO","001","RIIC81700P","","POGGIO MOIANO - VIALE MANZONI 17","CON SEZIONI ASSOCIATE"
"RIETI","POGGIO NATIVO","001","RIEE815026","RIIC815003","VIA ARCHIPIGLIONE FRAZ. CASALI",""
"RIETI","POGGIO NATIVO","001","RIEE815015","RIIC815003","VIA ROMA",""
"RIETI","POGGIO NATIVO","001","RIIC815003","","POGGIO NATIVO - VIA ROMA","CON SEZIONI ASSOCIATE"
"RIETI","POSTA","001","RIEE81806T","RIIC81800E","VIA SALARIA POSTA",""
"RIETI","RIETI","001","RIEE82102D","RIIC82100A","FRAZ. PIANI DI P. FIDONI",""
"RIETI","RIETI","001","RIEE816011","RIIC81600V","VIA CICCHETTI Q. RE MADONNA DEL CUORE",""
"RIETI","RIETI","001","RIEE828017","RIIC828005","VIA F. M. MALFATTI FRAZ. VAZIA",""
"RIETI","RIETI","001","RIEE82103E","RIIC82100A","VIA ISONZO 87 RIETI",""
"RIETI","RIETI","001","RIEE82203A","RIIC822006","VIA LUDOVICO CANALI 1 RIETI",""
"RIETI","RIETI","001","RIEE829013","RIIC829001","P. ZZA BACHELET 3",""
"RIETI","RIETI","001","RIEE82101C","RIIC82100A","VIA SALA 1 RIETI",""
"RIETI","RIETI","001","RIEE822029","RIIC822006","VIA MARTIRI DELLE FOSSE REATINE",""
"RIETI","RIETI","001","RIEE828028","RIIC828005","PIAZZA RISORGIMENTO N. 2 Q. RE VILLA REATINA",""
"RIETI","RIETI","001","RIEE822018","RIIC822006","PIAZZA MAZZINI 7 RIETI",""
"RIETI","RIETI","001","RIIC82100A","","RIETI - LOCALITA' CAMPOMORO S. N. C.","CON SEZIONI ASSOCIATE"
"RIETI","RIETI","001","RIIC81600V","","RIETI - VIA XXIII SETTEMBRE N. 16","CON SEZIONI ASSOCIATE"
"RIETI","RIETI","001","RIIC822006","","RIETI - PIAZZA MAZZINI N. 7","CON SEZIONI ASSOCIATE"
"RIETI","RIETI","001","RIIC829001","","RIETI - P. ZZA BACHELET 3","CON SEZIONI ASSOCIATE"
"RIETI","RIETI","001","RIIC828005","","VILLA REATINA - PIAZZA RISORGIMENTO 2","CON SEZIONI ASSOCIATE"
"RIETI","RIVODUTRI","001","RIEE82604P","RIIC82600D","VIA RENARA S. N. C. PIEDICOLLE DI RIVODUTRI",""
"RIETI","ROCCA SINIBALDA","001","RIEE81303G","RIIC81300B","VIA DELL'ANTICA ROCCA SINIBALDA",""
"RIETI","ROCCA SINIBALDA","001","RIIC81300B","","ROCCA SINIBALDA - VIA ROMA","CON SEZIONI ASSOCIATE"
"RIETI","SCANDRIGLIA","001","RIEE81703V","RIIC81700P","VIA RIETI FRAZ. PONTICELLI",""
"RIETI","SCANDRIGLIA","001","RIEE81702T","RIIC81700P","VIALE CARDUCCI SCANDRIGLIA",""
"RIETI","TORRICELLA IN SABINA","001","RIEE810012","RIIC81000X","VIA G. MARCONI TORRICELLA IN SABINA",""
"RIETI","TORRICELLA IN SABINA","001","RIIC81000X","","TORRICELLA IN SABINA - VIA G. MARCONI. N. 37","CON SEZIONI ASSOCIATE"
"RIETI","CASPERIA","002","RIEE80901T","RIIC80900Q","PIAZZA ODDO VALERIANI",""
"RIETI","CASPERIA","002","RIIC80900Q","","CASPERIA - PIAZZA ODDO VALERIANI SNC","CON SEZIONI ASSOCIATE"
"RIETI","CANTALUPO IN SABINA","002","RIEE814019","RIIC814007","VIA FUORI LE MURA CANTALUPO IN SABINA",""
"RIETI","CASTELNUOVO DI FARFA","002","RIEE815037","RIIC815003","VIA SANTA MARIA",""
"RIETI","COLLEVECCHIO","002","RIEE82401X","RIIC82400T","VIA GEN. LE E. PEZZI S. N. C.",""
"RIETI","COTTANELLO","002","RIEE80902V","RIIC80900Q","VIA PALOMBARA",""
"RIETI","FARA IN SABINA","002","RIEE82702C","RIIC827009","",""
"RIETI","FARA IN SABINA","002","RIEE82703D","RIIC827009","",""
"RIETI","FARA IN SABINA","002","RIEE82704E","RIIC827009","",""
"RIETI","FARA IN SABINA","002","RIEE82705G","RIIC827009","",""
"RIETI","FARA IN SABINA","002","RIEE82701B","RIIC827009","FRAZ. PASSO CORESE",""
"RIETI","FARA IN SABINA","002","RIIC827009","","PASSO CORESE - PIAZZA DELLA LIBERTA' 3","CON SEZIONI ASSOCIATE"
"RIETI","FORANO","002","RIEE81402A","RIIC814007","VIA DEL PASSEGGIO N. 74 FORANO",""
"RIETI","FORANO","002","RIIC814007","","FORANO - VIA DEL PASSEGGIO 94","CON SEZIONI ASSOCIATE"
"RIETI","MAGLIANO SABINA","002","RIEE824021","RIIC82400T","VIALE XIII GIUGNO 42",""
"RIETI","MAGLIANO SABINA","002","RIIC82400T","","MAGLIANO SABINA - VIALE TREDICI GIUGNO 42","CON SEZIONI ASSOCIATE"
"RIETI","MONTEBUONO","002","RIEE824032","RIIC82400T","VIA IV NOVEMBRE S. N. C.",""
"RIETI","MONTOPOLI DI SABINA","002","RIEE80501E","RIIC80500C","VIA GRAMSCI SNC",""
"RIETI","MONTOPOLI DI SABINA","002","RIIC80500C","","MONTOPOLI DI SABINA - VIA A. GRAMSCI SNC","CON SEZIONI ASSOCIATE"
"RIETI","POGGIO CATINO","002","RIEE82502R","RIIC82500N","VIA ROMA 61 POGGIO CATINO",""
"RIETI","POGGIO MIRTETO","002","RIEE82503T","RIIC82500N","VIALE G. DE VITO14 POGGIO MIRTETO",""
