"Prov","Comu","Dist","CodScuola","ScAssiciataA","Indirizzo","ScPrincipaleCon"
"RIETI","POGGIO MIRTETO","002","RIEE82504V","RIIC82500N","VIA BRODOLINI SNC FRAZIONE SCALO",""
"RIETI","POGGIO MIRTETO","002","RIIC82500N","","POGGIO MIRTETO - VIA BULGARELLI S. N. C.","CON SEZIONI ASSOCIATE"
"RIETI","ROCCANTICA","002","RIEE80903X","RIIC80900Q","",""
"RIETI","SALISANO","002","RIEE82501Q","RIIC82500N","LARGO COSTANTINI 14 SALISANO",""
"RIETI","SELCI","002","RIEE808034","RIIC80800X","VIA FONTELEORGA",""
"RIETI","STIMIGLIANO","002","RIEE808045","RIIC80800X","VIA CAVOUR N. 52 STIMIGLIANO",""
"RIETI","TARANO","002","RIEE808023","RIIC80800X","LOC. BORGONUOVO TARANO",""
"RIETI","TOFFIA","002","RIEE815048","RIIC815003","VIA GUGLIELMO MARCONI",""
"RIETI","TORRI IN SABINA","002","RIEE808012","RIIC80800X","VOC. VESCOVIO S. N. TORRI IN SABINA",""
"RIETI","TORRI IN SABINA","002","RIIC80800X","","TORRI IN SABINA - LOC. VESCOVIO","CON SEZIONI ASSOCIATE"
"RIETI","BORGOROSE","003","RIEE81901C","RIIC81900A","VIALE MICANGELI41",""
"RIETI","BORGOROSE","003","RIEE81902D","RIIC81900A","",""
"RIETI","BORGOROSE","003","RIEE81903E","RIIC81900A","",""
"RIETI","BORGOROSE","003","RIIC81900A","","BORGOROSE - VIA MICANGELI 41","CON SEZIONI ASSOCIATE"
"RIETI","FIAMIGNANO","003","RIEE807038","RIIC807004","",""
"RIETI","PESCOROCCHIANO","003","RIEE80706B","RIIC807004","VIA CASTAGNETA N. 2 S. ELPIDIO",""
"RIETI","PESCOROCCHIANO","003","RIEE807049","RIIC807004","VIA MARSICANA",""
"RIETI","PETRELLA SALTO","003","RIEE807016","RIIC807004","VIA S. MARIA APPARI",""
"RIETI","PETRELLA SALTO","003","RIIC807004","","PETRELLA SALTO - VIA S. MARIA APPARI' N. 12","CON SEZIONI ASSOCIATE"
"RIETI","","","RIMM000XA4","","(NON ESPRIMIBILE DAL PERSONALE AMMINISTRATIVO TECNICO ED AUSILIARIO)",""
"RIETI","AMATRICE","001","RIMM81101R","RIIC81100Q","VIALE SATURNINO MUZII N. 4",""
"RIETI","ANTRODOCO","001","RIMM81801G","RIIC81800E","VIA LUNGO VELINO 7 ANTRODOCO",""
"RIETI","CANTALICE","001","RIMM82601E","RIIC82600D","VIA ANDREA COSTA S. N. C. CANTALICE",""
"RIETI","CITTADUCALE","001","RIMM82001G","RIIC82000E","VIALE DEGLI ABRUZZI N. 8 CITTADUCALE",""
"RIETI","CONTIGLIANO","001","RIMM823013","RIIC823002","VIALE DELLA REPUBBLICA N. 23 CONTIGLIANO",""
"RIETI","GRECCIO","001","RIMM823024","RIIC823002","VIA LIMITI NORD 15 LIMITI DI GRECCIO",""
"RIETI","LEONESSA","001","RIMM806019","RIIC806008","VIA ALDO MORO 8",""
"RIETI","MONTELEONE SABINO","001","RIMM810022","RIIC81000X","VIA TREBULA MUTUESCA N. 135",""
"RIETI","POGGIO BUSTONE","001","RIMM82602G","RIIC82600D","VIA FRANCESCANA S. N. C.",""
"RIETI","POGGIO MOIANO","001","RIMM81701Q","RIIC81700P","VIA CAMPO SPORTIVO",""
"RIETI","POGGIO NATIVO","001","RIMM815014","RIIC815003","VIA ROMA S. N. C. POGGIO NATIVO",""
"RIETI","POSTA","001","RIMM81802L","RIIC81800E","PIAZZA DEGLI EROI",""
"RIETI","RIETI","001","RIMM822017","RIIC822006","PIAZZA MAZZINI 7 RIETI",""
"RIETI","RIETI","001","RIMM81601X","RIIC81600V","VIA XXIII SETTEMBRE N. 16",""
"RIETI","RIETI","001","RIMM829012","RIIC829001","VIA DELLA FONTANELLA1",""
"RIETI","RIETI","001","RIMM82101B","RIIC82100A","LOCALITA' CAMPOMORO",""
"RIETI","RIETI","001","RIMM828016","RIIC828005","PIAZZA RISORGIMENTO 2",""
"RIETI","ROCCA SINIBALDA","001","RIMM81301C","RIIC81300B","VIA DELL'ANTICA ROCCA SINIBALDA",""
"RIETI","SCANDRIGLIA","001","RIMM81702R","RIIC81700P","VIALE CARDUCCI SCANDRIGLIA",""
"RIETI","TORRICELLA IN SABINA","001","RIMM810033","RIIC81000X","VIA G. MARCONI N. 37 TORRICELLA IN SABINA",""
"RIETI","CASPERIA","002","RIMM80901R","RIIC80900Q","VIA O VALERIANI",""
"RIETI","COLLEVECCHIO","002","RIMM82402X","RIIC82400T","CORSO UMBERTO I? N. 2",""
"RIETI","COTTANELLO","002","RIMM80902T","RIIC80900Q","VIA PALOMBARA 19",""
"RIETI","FARA IN SABINA","002","RIMM82701A","RIIC827009","VIA SERVILIA N. 76 PASSO CORESE",""
"RIETI","FORANO","002","RIMM814018","RIIC814007","VIA DEL PASSEGGIO 94 FORANO",""
"RIETI","MAGLIANO SABINA","002","RIMM82401V","RIIC82400T","VIALE XIII GIUGNO42",""
"RIETI","MONTOPOLI DI SABINA","002","RIMM80501D","RIIC80500C","PIAZZA CACCIATORI DEL TEVERE MONTOPOLI DI SABINA",""
"RIETI","POGGIO MIRTETO","002","RIMM82501P","RIIC82500N","VIA BULGARELLI S. N. C. POGGIO MIRTETO",""
"RIETI","STIMIGLIANO","002","RIMM808022","RIIC80800X","VIA NEGHELLI SNC",""
"RIETI","TORRI IN SABINA","002","RIMM808011","RIIC80800X","PIAZZA ROMA LOC. VESCOVIO",""
"RIETI","BORGOROSE","003","RIMM81901B","RIIC81900A","VIA MICANGELI",""
"RIETI","FIAMIGNANO","003","RIMM807026","RIIC807004","RAZ S. LUCIA",""
"RIETI","PESCOROCCHIANO","003","RIMM807037","RIIC807004","VIA MARSICANA",""
"RIETI","PETRELLA SALTO","003","RIMM807015","RIIC807004","VIA S. MARIA APPARI' N. 12 PETRELLA SALTO",""
"RIETI","","","RISS000XN6","","(NON ESPRIMIBILE DAL PERSONALE AMMINISTRATIVO TECNICO ED AUSILIARIO)",""
"RIETI","","","RISS000DN1","","(NON ESPRIMIBILE DAL PERSONALE AMMINISTRATIVO TECNICO ED AUSILIARIO)",""
"RIETI","AMATRICE","001","RIPS040009","","VIALE PADRE GIOVANNI MINOZZI S. N. C.",""
"RIETI","CITTADUCALE","001","RIRA00401R","RIIS00400R","VIA DELL'AGRICOLTURA15",""
"RIETI","RIETI","001","RIPC003018","RIIS003001","PIAZZA MAZZINI 1",""
"RIETI","RIETI","001","RIPM01000E","","PIAZZA MAZZINI N. 2",""
"RIETI","RIETI","001","RIPS01000D","","P. ZA S. FRANCESCO",""
"RIETI","RIETI","001","RITA00401L","RIIS00400R","VIA PALMIRO TOGLIATTI SNC",""
"RIETI","RIETI","001","RITD00601P","RIIS00600C","VIALE MARAINI 54",""
"RIETI","RIETI","001","RITD004013","RIIS00400R","VIA ANGELO M. RICCI",""
"RIETI","RIETI","001","RITD006514","","VIALE MARAINI 54",""
"RIETI","RIETI","001","RITF00701R","RIIS007008","VIALE A. FASSINI 1",""
"RIETI","RIETI","001","RIRA00402T","RIIS00400R","VIA P. TOGLIATTI SNC",""
"RIETI","RIETI","001","RIRC00601B","RIIS00600C","VIA PALMIRO TOGLIATTI SNC",""
"RIETI","RIETI","001","RIRC00651R","","VIA PALMIRO TOGLIATTI S. N. C.",""
"RIETI","RIETI","001","RIRH010007","RIVC020008","VIA MOISE' DI GAIO SNC",""
"RIETI","RIETI","001","RIRI007508","","VIA DEGLI OLMI",""
"RIETI","RIETI","001","RIRI00701X","RIIS007008","VIA DEGLI OLMI SNC",""
"RIETI","RIETI","001","RISD00301T","RIIS003001","VIA PALMIRO TOGLIATTI SNC",""
"RIETI","RIETI","001","RIIS00600C","","VIALE MARAINI 54","CON SEZIONI ASSOCIATE"
"RIETI","RIETI","001","RIIS007008","","VIALE A. FASSINI N. 1","CON SEZIONI ASSOCIATE"
"RIETI","RIETI","001","RIIS003001","","RIETI - PIAZZA MAZZINI 1","CON SEZIONI ASSOCIATE"
"RIETI","RIETI","001","RIIS00400R","","RIETI - VIA ANGELO M. RICCI","CON SEZIONI ASSOCIATE"
"RIETI","FARA IN SABINA","002","RIPS070005","","VIA COLLE DELLA FELCE S. N. C.",""
"RIETI","FARA IN SABINA","002","RITD001511","","LOCALITA' COLLE DELLA FELCE 30",""
"RIETI","FARA IN SABINA","002","RITD00101G","RIIS001009","LOCALITA' COLLE DELLA FELCE 30",""
"RIETI","FARA IN SABINA","002","RITF00102V","RIIS001009","LOCALITA' COLLE DELLA FELCE 30",""
"RIETI","FARA IN SABINA","002","RIRA001019","RIIS001009","LOCALITA' COLLE DELLA FELCE 30",""
"RIETI","FARA IN SABINA","002","RIIS001009","","PASSO CORESE - LOCALITA' COLLE DELLA FELCE 30","CON SEZIONI ASSOCIATE"
"RIETI","MAGLIANO SABINA","002","RIPS08000Q","","VIALE XIII GIUGNO 40",""
"RIETI","POGGIO MIRTETO","002","RIPS020004","","VIA GIUSEPPE FELICI",""
"RIETI","POGGIO MIRTETO","002","RITD00202C","RIIS002005","VIA G. FELICI SNC",""
"RIETI","POGGIO MIRTETO","002","RIRC002014","RIIS002005","VIA G. FELICI SNC",""
"RIETI","POGGIO MIRTETO","002","RIRI00201R","RIIS002005","VIA G. FELICI SNC",""
"RIETI","POGGIO MIRTETO","002","RIIS002005","","VIA G. FELICI SNC","CON SEZIONI ASSOCIATE"
"RIETI","BORGOROSE","003","RITD09050G","","VIA DELLE VILLE",""
"RIETI","BORGOROSE","003","RITD090006","","VIA DELLE VILLE",""
"ROMA","FIUMICINO","022","RMAA8DH02V","RMIC8DH001","VIA PORTOVENERE 145 FREGENE",""
"ROMA","FIUMICINO","022","RMAA8DJ035","RMIC8DJ006","LARGO CARLO FORMICHI SNC TESTA DI LEPRE",""
"ROMA","FIUMICINO","022","RMAA8DK01V","RMIC8DK002","VIA MICHELE ROSI",""
"ROMA","FIUMICINO","022","RMAA8DJ013","RMIC8DJ006","VIALE CASTEL S. GIORGIO 205 MACCARESE",""
"ROMA","FIUMICINO","022","RMAA8DL02Q","RMIC8DL00T","VIA DEL SERBATOIO 32 FIUMICINO",""
"ROMA","FIUMICINO","022","RMAA8DL01P","RMIC8DL00T","VIA DELLA SCAFA 175 ISOLA SACRA",""
"ROMA","FIUMICINO","022","RMAA838006","RMIC83800A","VIA DELL'IPPOCAMPO 41 FIUMICINO",""
"ROMA","FIUMICINO","022","RMAA8DK00T","RMIC8DK002","VIA DI GRANARETTO SNC TORRIMPIETRA",""
"ROMA","FIUMICINO","022","RMAA8DH00R","RMIC8DH001","VIA SERRENTI 70/72 PASSOSCURO",""
"ROMA","FIUMICINO","022","RMAA8DL00N","RMIC8DL00T","VIA DEL SERBATOIO 32 FIUMICINO",""
"ROMA","FIUMICINO","022","RMAA8DN009","RMIC8DN00D","VIA G. FONTANA 13 FIUMICINO",""
"ROMA","FIUMICINO","022","RMAA8DJ002","RMIC8DJ006","VIALE CASTEL S. GIORGIO 205 MACCARESE",""
"ROMA","FIUMICINO","022","RMAA8DM00D","RMIC8DM00N","VIA G. BIGNAMI 26 FIUMICINO",""
"ROMA","FIUMICINO","022","RMAA8DN01A","RMIC8DN00D","VIA CONI ZUGNA 155 ISOLA SACRA",""
"ROMA","FIUMICINO","022","RMAA8DK02X","RMIC8DK002","VIA SAN CARLO A PALIDORO",""
"ROMA","FIUMICINO","022","RMAA838028","RMIC83800A","VIA DEL PERUGINO 100 PARCO LEONARDO - LE PLEIAD",""
"ROMA","FIUMICINO","022","RMAA8DH01T","RMIC8DH001","VIA SERRENTI 72",""
"ROMA","FIUMICINO","022","RMAA8DJ046","RMIC8DJ006","VIA CASALE DI CASTELLACCIO SNC TRAGLIATA - FIUMICINO",""
"ROMA","FIUMICINO","022","RMAA8DJ024","RMIC8DJ006","VIA DELLE PERTUCCE 29",""
"ROMA","FIUMICINO","022","RMAA8DM01E","RMIC8DM00N","VIA CONI ZUGNA 165 FIUMICINO",""
"ROMA","FIUMICINO","022","RMAA838017","RMIC83800A","FIUMICINO",""
"ROMA","ALLUMIERE","029","RMAA89501B","RMIC89500E","VIA DEL FAGGETTO ALLUMIERE",""
"ROMA","ALLUMIERE","029","RMAA89500A","RMIC89500E","VIA DEL FAGGETO1 ALLUMIERE",""
"ROMA","CIVITAVECCHIA","029","RMAA8B901C","RMIC8B900G","VIA ADIGE CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8B902D","RMIC8B900G","VIA MONS. PAPACCHINI CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8GP052","RMIC8GP001","LOC. PANTANO",""
"ROMA","CIVITAVECCHIA","029","RMAA8GQ01N","RMIC8GQ00R","VIA A. DA SANGALLO LOC. C. U.",""
"ROMA","CIVITAVECCHIA","029","RMAA8GN016","RMIC8GN009","VIA P. TOGLIATTI CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8GP02V","RMIC8GP001","VIA A. MONTANUCCI 138/A CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8GP03X","RMIC8GP001","VIA GALILEO GALILEI CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8GP01T","RMIC8GP001","VIA CASTAGNOLA SNC CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8B904G","RMIC8B900G","VIA CAMPANIA SNC CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8B903E","RMIC8B900G","VIA DEI PLATANI SNC CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8GP00R","RMIC8GP001","VIA MONTANUCCI 138 CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8GN027","RMIC8GN009","VIA TERME DI TRAIANO CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8GQ02P","RMIC8GQ00R","VIA G. BRUZZESI CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8GN005","RMIC8GN009","VIA BARBARANELLI3-3A CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8B900B","RMIC8B900G","VIA TOSCANA 2 CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8GQ00L","RMIC8GQ00R","VIA XVI SETTEMBRE 17 CIVITAVECCHIA",""
"ROMA","CIVITAVECCHIA","029","RMAA8GP041","RMIC8GP001","VIA PINELLI SNC CIVITAVECCHIA",""
"ROMA","SANTA MARINELLA","029","RMAA8CA02D","RMIC8CA00G","VIA OBERDAN S. MARINELLA",""
"ROMA","SANTA MARINELLA","029","RMAA8CA00B","RMIC8CA00G","P. LE DELLA GIOVENTU 1 SANTA MARINELLA",""
"ROMA","SANTA MARINELLA","029","RMAA8CA03E","RMIC8CA00G","VIA ABRUZZI 2 S. MARINELLA",""
"ROMA","SANTA MARINELLA","029","RMAA8CA01C","RMIC8CA00G","VIA AURELIA 276 S. MARINELLA",""
"ROMA","TOLFA","029","RMAA89403N","RMIC89400P","P. ZZA S. PERTINI 1 S. SEVERA NORD",""
"ROMA","TOLFA","029","RMAA89402L","RMIC89400P","VIA LIZZERA 19 TOLFA",""
"ROMA","TOLFA","029","RMAA89400E","RMIC89400P","VIA LIZZERA 19 TOLFA",""
"ROMA","ANGUILLARA SABAZIA","030","RMAA87201P","RMIC87200T","VIA MARIA FELICE 9 LOC SCALO",""
"ROMA","ANGUILLARA SABAZIA","030","RMAA20501P","","VIA VERDI 1",""
"ROMA","ANGUILLARA SABAZIA","030","RMAA20504T","","VIA DEGLI OLEANDRI5 MONTE LE FORCHE",""
"ROMA","ANGUILLARA SABAZIA","030","RMAA20500N","","VIA G. VERDI 1 LOC. SAN FRANCESCO",""
"ROMA","ANGUILLARA SABAZIA","030","RMAA87200N","RMIC87200T","VIA S. FRANCESCO 271 ANGUILLARA SABAZIA",""
"ROMA","BRACCIANO","030","RMAA8GJ01V","RMIC8GJ002","VIA PRINCIPE DI NAPOLI 51 BRACCIANO",""
"ROMA","BRACCIANO","030","RMAA8GJ00T","RMIC8GJ002","VIA PRINCIPE DI NAPOLI 51 BRACCIANO",""
"ROMA","BRACCIANO","030","RMAA871031","RMIC871002","VIA DEI LECCI BRACCIANO",""
"ROMA","BRACCIANO","030","RMAA87102X","RMIC871002","VIA DI PISCIARELLI",""
"ROMA","CANALE MONTERANO","030","RMAA87304N","RMIC87300N","FRAZ. MONTEVIRGINIO",""
"ROMA","CANALE MONTERANO","030","RMAA87303L","RMIC87300N","VIA DELLA SCUOLA MATERNA",""
"ROMA","CERVETERI","030","RMAA883048","RMIC883008","VIA DI CERI143 CERI",""
"ROMA","CERVETERI","030","RMAA883026","RMIC883008","VIA DI CERI60 CERVETERI",""
"ROMA","CERVETERI","030","RMAA8DC01P","RMIC8DC00T","VIA CHIRIELETTI1 CERVETERI",""
"ROMA","CERVETERI","030","RMAA8DD02G","RMIC8DD00N","VIA SETTEVENE PALO CERVETERI",""
"ROMA","CERVETERI","030","RMAA8DD01E","RMIC8DD00N","MARIENI 42/52 CERVETERI",""
"ROMA","CERVETERI","030","RMAA891036","RMIC891007","SASSO FRAZIONE DI CERVETERI LOC. SASSO DI CERVETERI",""
"ROMA","CERVETERI","030","RMAA883004","RMIC883008","VIA CASTEL CAMPANILE KM 11800 FRAZ. I TERZI",""
"ROMA","CERVETERI","030","RMAA8DD00D","RMIC8DD00N","VIA SETTEVENE PALO 338 CERVETERI",""
"ROMA","CERVETERI","030","RMAA8DC00N","RMIC8DC00T","VIA SETTEVENE PALO33 CERVETERI",""
"ROMA","CERVETERI","030","RMAA891003","RMIC891007","VIA CASTEL GIULIANO 46",""
"ROMA","CERVETERI","030","RMAA891025","RMIC891007","VIA CASALE SNC",""
"ROMA","MANZIANA","030","RMAA87302G","RMIC87300N","LOC. QUADRONI",""
"ROMA","MANZIANA","030","RMAA87300D","RMIC87300N","VIA PISA 21 MANZIANA",""
"ROMA","MANZIANA","030","RMAA87301E","RMIC87300N","",""
"ROMA","TREVIGNANO ROMANO","030","RMAA87100T","RMIC871002","PIAZZA VITTORIO EMANUELE III TREVIGNANO ROMANO",""
"ROMA","TREVIGNANO ROMANO","030","RMAA87101V","RMIC871002","VIA CARLO ALBERTO DALLA CHIESA S. N. CTREVIGNANO ROMANO",""
"ROMA","LADISPOLI","030","RMAA8DW005","RMIC8DW009","P. ZZA G. FALCONE S. N. C. LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8DX001","RMIC8DX005","VIA CASTELL. DI STABIA 8 LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8DY00R","RMIC8DY001","VIA LA SPEZIA N. 6 LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8CJ00B","RMIC8CJ00G","VIA VARSAVIA 5 LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8DX034","RMIC8DX005","VIA CALTAGIRONE S. N. C. LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8DX023","RMIC8DX005","VIA FRATELLI BANDIERA 27 LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8DX012","RMIC8DX005","VIA CASTELLAMMARE DI STABIA S. N. C. LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8DY041","RMIC8DY001","LARGO VERROCCHIO S. N. C. LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8DY01T","RMIC8DY001","VIA LA SPEZIA 6 LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8DY02V","RMIC8DY001","VIA DEL GHIRLANDIAO LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8DY052","RMIC8DY001","VIA LAZIO 45 LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8DY03X","RMIC8DY001","VIA VENERE SAN NICOLA",""
"ROMA","LADISPOLI","030","RMAA8DW016","RMIC8DW009","VIA CASTELLAMMARE DI STABIA 8 LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8DX045","RMIC8DX005","VIA CASTELLAMMARE DI STABIA 6 LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8CJ01C","RMIC8CJ00G","V. LE FLORIDA 31/B LADISPOLI",""
"ROMA","LADISPOLI","030","RMAA8CJ02D","RMIC8CJ00G","V. LE VIRGINIA 30 LADISPOLI",""
"ROMA","CAMPAGNANO DI ROMA","031","RMAA86602C","RMIC86600E","VIA UNGHERIA 8 CAMPAGNANO DI ROMA",""
"ROMA","CAMPAGNANO DI ROMA","031","RMAA86600A","RMIC86600E","VIA B. LESEN 2 CAMPAGNANO DI ROMA",""
"ROMA","CAPENA","031","RMAA868002","RMIC868006","VIA DEL MATTATOIO SNC PORTONE",""
"ROMA","CAPENA","031","RMAA868013","RMIC868006","VIA TIBERINA KM. 17 CAPENA",""
"ROMA","CAPENA","031","RMAA868024","RMIC868006","PIAZZA SAN LUCA 10 CAPENA",""
"ROMA","CASTELNUOVO DI PORTO","031","RMAA88100C","RMIC88100L","VIA UMBERTO I N. 20 CASTELNUOVO DI PORTO",""
"ROMA","CASTELNUOVO DI PORTO","031","RMAA88102E","RMIC88100L","PIAZZALE DELLE TERRAZZE PONTE STORTO",""
"ROMA","CASTELNUOVO DI PORTO","031","RMAA88101D","RMIC88100L","PIAZZA SALVO D'ACQUISTO SNC CASTELNUOVO DI PORTO",""
"ROMA","CIVITELLA SAN PAOLO","031","RMAA870013","RMIC870006","VIA UMBERTO I?  15 CIVITELLA SAN PAOLO",""
"ROMA","CIVITELLA SAN PAOLO","031","RMAA870002","RMIC870006","VIA UMBERTO I 15 CIVITELLA SAN PAOLO",""
"ROMA","FIANO ROMANO","031","RMAA87401A","RMIC87400D","VIA TIBERINA 73/A FIANO ROMANO",""
"ROMA","FIANO ROMANO","031","RMAA874009","RMIC87400D","VIA L. GIUSTINIANI 20 FIANO ROMANO",""
"ROMA","FIANO ROMANO","031","RMAA87402B","RMIC87400D","FIANO ROMANO",""
"ROMA","FILACCIANO","031","RMAA870068","RMIC870006","VIA DOEBBING",""
"ROMA","FORMELLO","031","RMAA88502T","RMIC88500X","VIA SPAGNA 1B FORMELLO -LE RUGHE",""
"ROMA","FORMELLO","031","RMAA88501R","RMIC88500X","VIA ROMA FORMELLO",""
"ROMA","FORMELLO","031","RMAA88500Q","RMIC88500X","VIA UMBERTO I N. 3 FORMELLO",""
"ROMA","MAZZANO ROMANO","031","RMAA86601B","RMIC86600E","VIA XXV APRILE SNC MAZZANO ROMANO",""
"ROMA","MORLUPO","031","RMAA88600G","RMIC88600Q","VIA G. B. DE MATTIA 1 MORLUPO",""
"ROMA","MORLUPO","031","RMAA88601L","RMIC88600Q","VIA SAN PELLEGRINO MORLUPO",""
"ROMA","MORLUPO","031","RMAA88602N","RMIC88600Q","VIA DOMENICO BENEDETTI MORLUPO",""
"ROMA","NAZZANO","031","RMAA870046","RMIC870006","VIA SANT'ANTIMO 19 NAZZANO",""
"ROMA","PONZANO ROMANO","031","RMAA870057","RMIC870006","VIA GABRIELE D'ANNUNZIO 2 PONZANO ROMANO",""
"ROMA","RIANO","031","RMAA876034","RMIC876005","VIA TRENTO",""
"ROMA","RIANO","031","RMAA876012","RMIC876005","VIA P. GIORGIO DA RIANO",""
"ROMA","RIANO","031","RMAA876001","RMIC876005","VIA GIOVANNI XXIII 2 LOC MONTECHIARA",""
"ROMA","RIANO","031","RMAA876023","RMIC876005","COSTARONI BELVEDERE",""
"ROMA","RIGNANO FLAMINIO","031","RMAA87700R","RMIC877001","VIA SAN ROCCO 58 RIGNANO FLAMINIO",""
"ROMA","RIGNANO FLAMINIO","031","RMAA87701T","RMIC877001","P. ZZA CARLO STEFANINI 1 RIGNANO FLAMINIO",""
"ROMA","SACROFANO","031","RMAA87900C","RMIC87900L","L. GO ILARIA ALPI 2 SACROFANO",""
"ROMA","SACROFANO","031","RMAA87901D","RMIC87900L","LARGO ILARIA ALPI1 SACROFANO",""
"ROMA","SANT'ORESTE","031","RMAA870024","RMIC870006","LOCALITA' NOCETO SANT'ORESTE",""
"ROMA","TORRITA TIBERINA","031","RMAA870035","RMIC870006","VIA CAVOUR 36 TORRITA TIBERINA",""
"ROMA","MENTANA","032","RMAA8DP012","RMIC8DP005","VIA S. GIORGIO 25",""
"ROMA","MENTANA","032","RMAA8DP001","RMIC8DP005","VIA SAN GIORGIO 25 MENTANA",""
"ROMA","MENTANA","032","RMAA8CB007","RMIC8CB00B","VIA ROBERTO PARIBENI N. 10 MENTANA",""
"ROMA","MENTANA","032","RMAA8CB018","RMIC8CB00B","VIA VIGNA SANTUCCI 1 LOC CASALI",""
"ROMA","MENTANA","032","RMAA8CB029","RMIC8CB00B","VIA B. BUOZZI LOC. CASTEL CHIODATO",""
"ROMA","MENTANA","032","RMAA8DP023","RMIC8DP005","PIAZZA MOSCATELLI 10 MENTANA",""
"ROMA","MONTEROTONDO","032","RMAA88000L","RMIC88000R","VIA XX SETTEMBRE 42 - MONTEROTONDO MONTEROTONDO",""
"ROMA","MONTEROTONDO","032","RMAA88003Q","RMIC88000R","VIA G. RODARI S. N. C. MONTEROTONDO",""
"ROMA","MONTEROTONDO","032","RMAA88400X","RMIC884004","VIA TICINO 72 MONTEROTONDO",""
"ROMA","MONTEROTONDO","032","RMAA88700B","RMIC88700G","VIA MONTE POLLINO 45 MONTEROTONDO",""
"ROMA","MONTEROTONDO","032","RMAA882008","RMIC88200C","VIALE BRUNO BUOZZI 18 MONTEROTONDO",""
"ROMA","MONTEROTONDO","032","RMAA88704G","RMIC88700G","VIA MONTE POLLINO 39 MONTEROTONDO",""
"ROMA","MONTEROTONDO","032","RMAA88702D","RMIC88700G","VIA MONTE ARGENTARIO MONTEROTONDO",""
"ROMA","MONTEROTONDO","032","RMAA88703E","RMIC88700G","VIA CILENTO MONTEROTONDO",""
"ROMA","MONTEROTONDO","032","RMAA88701C","RMIC88700G","VIA ALDO MORO MONTEROTONDO",""
"ROMA","MONTEROTONDO","032","RMAA882019","RMIC88200C","VIA PIETRO NENNI MONTEROTONDO",""
"ROMA","MONTEROTONDO","032","RMAA884011","RMIC884004","VIA PALMIOLI 85",""
"ROMA","MONTEROTONDO","032","RMAA884022","RMIC884004","VIA DI VITTORIO",""
"ROMA","MONTEROTONDO","032","RMAA88001N","RMIC88000R","VIA DELLA COSTITUZIONE 35/1 MONTEROTONDO",""
"ROMA","MONTEROTONDO","032","RMAA88002P","RMIC88000R","VIA DELLA COSTITUZIONE 35/2 MONTEROTONDO",""
"ROMA","FONTE NUOVA","032","RMAA875005","RMIC875009","VIA LAGO DI BRACCIANO 1 FONTE NUOVA",""
"ROMA","FONTE NUOVA","032","RMAA87801N","RMIC87800R","VIA VINCENZO CUOCO 63 FONTE NUOVA",""
"ROMA","FONTE NUOVA","032","RMAA87800L","RMIC87800R","VIA VINCENZO CUOCO 63 FONTE NUOVA",""
"ROMA","FONTE NUOVA","032","RMAA875016","RMIC875009","VIA CAMPANIA FONTE NUOVA",""
"ROMA","FONTE NUOVA","032","RMAA8AF03C","RMIC8AF00D","VIA MACCHIAVELLI ANG. VIA I MAGGIO FONTE NUOVA (RM)",""
"ROMA","GUIDONIA MONTECELIO","033","RMAA8DT01P","RMIC8DT00T","VIA ZUCCHI S. N. C.",""
"ROMA","GUIDONIA MONTECELIO","033","RMAA897002","RMIC897006","VIA MARCO AURELIO 2 GUIDONIA",""
"ROMA","GUIDONIA MONTECELIO","033","RMAA8AH001","RMIC8AH005","VIA CARLO TODINI 56 SETTEVILLE DI GUIDONIA",""
"ROMA","GUIDONIA MONTECELIO","033","RMAA8AH012","RMIC8AH005","VIA CARLO TODINI 56 SETTEVILLE DI GUIDONIA",""
