"Prov","Comu","Dist","CodScuola","Descrizione","ScAssiciataA","Indirizzo","ScPrincipaleCon"
"LATINA","LATINA","046","LTAA85102G","LTAA85102G  S. ALERAMO (ASSOC. I. C. LTIC85100N)","LTIC85100N","VIA DEGLI AURUNCI LATINA",""
"LATINA","LATINA","046","LTAA80503V","LTAA80503V  SAN L. MURIALDO (ASSOC. I. C. LTIC80500X)","LTIC80500X","VIA FOCE VERDE BORGO SABOTINO-LATINA",""
"LATINA","LATINA","046","LTAA804022","LTAA804022  SCALO FERROVIARIO (ASSOC. I. C. LTIC804004)","LTIC804004","PIAZZALE DELL'AMBROSIA SNC FRAZ. LATINA SCALO",""
"LATINA","LATINA","046","LTAA81502C","LTAA81502C  SCUOLA MATERNA BORGO MONTELLO (ASSOC. I. C. LTIC81500E)","LTIC81500E","VIA STERPARA 73 BORGO MONTELLO",""
"LATINA","LATINA","046","LTAA804044","LTAA804044  TOR TRE PONTI (ASSOC. I. C. LTIC804004)","LTIC804004","VIA TOR TRE PUNTI",""
"LATINA","LATINA","046","LTAA804033","LTAA804033  VALENTINA CIANCARELLI (ASSOC. I. C. LTIC804004)","LTIC804004","VIA DELLA STAZIONE LATINA SCALO",""
"LATINA","LATINA","046","LTAA846046","LTAA846046  VIA ANIENE (ASSOC. I. C. LTIC846006)","LTIC846006","LATINA",""
"LATINA","LATINA","046","LTAA846013","LTAA846013  VIA BACHELET (ASSOC. I. C. LTIC846006)","LTIC846006","VIA BACHELET 5 LATINA",""
"LATINA","LATINA","046","LTAA846035","LTAA846035  VIA BUCAREST (ASSOC. I. C. LTIC846006)","LTIC846006","LATINA",""
"LATINA","LATINA","046","LTAA85002Q","LTAA85002Q  VIA CALATAFIMI (ASSOC. I. C. LTIC85000T)","LTIC85000T","LATINA",""
"LATINA","LATINA","046","LTAA816017","LTAA816017  VIA CILEA (EX VIA DEL LIDO) (ASSOC. I. C. LTIC81600A)","LTIC81600A","VIA CILEA LATINA",""
"LATINA","LATINA","046","LTAA845017","LTAA845017  VIA EZIO (ASSOC. I. C. LTIC84500A)","LTIC84500A","LATINA",""
"LATINA","LATINA","046","LTAA84801P","LTAA84801P  VIA FATTORI (ASSOC. I. C. LTIC84800T)","LTIC84800T","",""
"LATINA","LATINA","046","LTAA816028","LTAA816028  VIA FIUGGI (ASSOC. I. C. LTIC81600A)","LTIC81600A","LATINA",""
"LATINA","LATINA","046","LTAA845028","LTAA845028  VIA MILAZZO (ASSOC. I. C. LTIC84500A)","LTIC84500A","LATINA",""
"LATINA","LATINA","046","LTAA847031","LTAA847031  VIA PASUBIO (ASSOC. I. C. LTIC847002)","LTIC847002","LATINA",""
"LATINA","LATINA","046","LTAA846024","LTAA846024  VIA POLONIA (ASSOC. I. C. LTIC846006)","LTIC846006","LATINA",""
"LATINA","LATINA","046","LTAA85001P","LTAA85001P  VIA QUARTO (ASSOC. I. C. LTIC85000T)","LTIC85000T","LATINA",""
"LATINA","LATINA","046","LTAA84701V","LTAA84701V  VIA XVIII DICEMBRE (ASSOC. I. C. LTIC847002)","LTIC847002","LATINA",""
"LATINA","NORMA","046","LTAA833066","LTAA833066  MONS. BOEZIO ZARALLI (ASSOC. I. C. LTIC833004)","LTIC833004","VIA MONS. BOEZIO ZARALLI1 NORMA",""
"LATINA","NORMA","046","LTAA833055","LTAA833055  SCUOLA MATERNA STATALE (ASSOC. I. C. LTIC833004)","LTIC833004","VIA GRAZIA VIANI NORMA",""
"LATINA","SERMONETA","046","LTAA83300X","LTAA83300X  I. C. DONNA LELIA CAETANI (ASSOC. I. C. LTIC833004)","LTIC833004","VIA DELL'IRTO - PONTENUOVO SERMONETA",""
"LATINA","SERMONETA","046","LTAA833022","LTAA833022  SERMONETA CAPOLUOGO (ASSOC. I. C. LTIC833004)","LTIC833004","VIA BASTIONI DELLA PORTELLA SERMONETA",""
"LATINA","SERMONETA","046","LTAA833011","LTAA833011  SERMONETA SCALO (ASSOC. I. C. LTIC833004)","LTIC833004","VIA SERMONETANA FRAZ. SERMONETA SCALO",""
"LATINA","BASSIANO","047","LTAA82703Q","LTAA82703Q  SCUOLA INFANZIA VIA DELLA CROCE (ASSOC. I. C. LTIC82700R)","LTIC82700R","VIA DELLA CROCE BASSIANO (CAPOLUOGO)",""
"LATINA","MAENZA","047","LTAA80804B","LTAA80804B  FRANCESCO BOVE MAENZA (ASSOC. I. C. LTIC80800B)","LTIC80800B","VIA DEL COLLE MAENZA",""
"LATINA","PRIVERNO","047","LTAA84202R","LTAA84202R  BORGO S. ANTONIO (ASSOC. I. C. LTIC84200V)","LTIC84200V","VIA SALVO D'ACQUISTO B. S. ANTONIO",""
"LATINA","PRIVERNO","047","LTAA83601C","LTAA83601C  FRAZ. CERIARA (ASSOC. I. C. LTIC83600G)","LTIC83600G","VIA CERIARA",""
"LATINA","PRIVERNO","047","LTAA84200P","LTAA84200P  I. C. DON ANDREA SANTORO (ASSOC. I. C. LTIC84200V)","LTIC84200V","VIA MATTEOTTI 24 PRIVERNO",""
"LATINA","PRIVERNO","047","LTAA83600B","LTAA83600B  I. C. S. TOMMASO D'AQUINO (ASSOC. I. C. LTIC83600G)","LTIC83600G","V. G. MATTEOTTI 415 PRIVERNO",""
"LATINA","PRIVERNO","047","LTAA83602D","LTAA83602D  MADONNA DEL CALLE (ASSOC. I. C. LTIC83600G)","LTIC83600G","VIA MADONNA DEL CALLE",""
"LATINA","PRIVERNO","047","LTAA84203T","LTAA84203T  PIAZZALE METABO (ASSOC. I. C. LTIC84200V)","LTIC84200V","",""
"LATINA","PONTINIA","047","LTAA841032","LTAA841032  FRAZ. COTARDA (ASSOC. I. C. LTIC841003)","LTIC841003","LOC. COTARDA",""
"LATINA","PONTINIA","047","LTAA840003","LTAA840003  IC G. VERGA (ASSOC. I. C. LTIC840007)","LTIC840007","VIA DELLA LIBERTA'",""
