"Prov","Comu","Dist","CodScuola","Descrizione","ScAssiciataA","Indirizzo","ScPrincipaleCon"
"ROMA","POMEZIA","041","RMAA8F504P","RMAA8F504P  POMEZIA I. A. C. P. COMPREMS. A (ASSOC. I. C. RMIC8F500P)","RMIC8F500P","VIA SINGEN POMEZIA",""
"ROMA","POMEZIA","041","RMAA8GZ01D","RMAA8GZ01D  POMEZIA - MARTIN PESCATORE (ASSOC. I. C. RMIC8GZ00L)","RMIC8GZ00L","VIA TORRALBA MARTIN PESCATORE",""
"ROMA","POMEZIA","041","RMAA8F503N","RMAA8F503N  POMEZIA - PRATICA DI MARE (ASSOC. I. C. RMIC8F500P)","RMIC8F500P","LARGO CINCINNATO POMEZIA",""
"ROMA","POMEZIA","041","RMAA8A8034","RMAA8A8034  POMEZIA I - C. U. (ASSOC. I. C. RMIC8A8005)","RMIC8A8005","VIA DANTE ALIGHIERI POMEZIA",""
"ROMA","POMEZIA","041","RMAA8F501G","RMAA8F501G  POMEZIA II - I. A. C. P. COMPREN. B (ASSOC. I. C. RMIC8F500P)","RMIC8F500P","VIA F. TURATI S. N. C. POMEZIA",""
"ROMA","POMEZIA","041","RMAA8F502L","RMAA8F502L  POMEZIA II-I. A. C. P. COMPREN. C (ASSOC. I. C. RMIC8F500P)","RMIC8F500P","PIAZZALE DELLE REGIONI S. N. C. LOC. COLLE FIORITO -POMEZIA",""
"ROMA","POMEZIA","041","RMAA8GZ02E","RMAA8GZ02E  TORVAIANICA ALTA (ASSOC. I. C. RMIC8GZ00L)","RMIC8GZ00L","VIA DI TORVAIANICA ALTA",""
"ROMA","ARDEA","041","RMAA8C8017","RMAA8C8017  ARDEA III - NUOVA FLORIDA (ASSOC. I. C. RMIC8C800A)","RMIC8C800A","VIA PRATICA DI MARE SNC ARDEA - NUOVA FLORIDA",""
"ROMA","ARDEA","041","RMAA8C9013","RMAA8C9013  BAITA (ASSOC. I. C. RMIC8C9006)","RMIC8C9006","VIA LAURENTINA KM. 32300 ARDEA",""
"ROMA","ARDEA","041","RMAA8DA013","RMAA8DA013  CAMPO DI CARNE 1 (ASSOC. I. C. RMIC8DA006)","RMIC8DA006","VIA CAMPO DI CARNE 1 ARDEA - TOR S. LORENZO",""
"ROMA","ARDEA","041","RMAA8C9002","RMAA8C9002  IC ARDEA I (ASSOC. I. C. RMIC8C9006)","RMIC8C9006","VIA LAURENTINA KM. 32500 SANT ANTONIO - ARDEA",""
"ROMA","ARDEA","041","RMAA8DA002","RMAA8DA002  IC ARDEA II (ASSOC. I. C. RMIC8DA006)","RMIC8DA006","VIA CAMPO DI CARNE 2 ARDEA-TOR S. LORENZO",""
"ROMA","ARDEA","041","RMAA8C8006","RMAA8C8006  IC ARDEA III (ASSOC. I. C. RMIC8C800A)","RMIC8C800A","VIA VICENZA ARDEA - NUOVA FLORIDA",""
"ROMA","ARDEA","041","RMAA8C9024","RMAA8C9024  PIAN DI FRASSO (ASSOC. I. C. RMIC8C9006)","RMIC8C9006","VIA LAURENTINA KM 32. 500 SANT'ANTONIO - ARDEA",""
"ROMA","ARDEA","041","RMAA8C8028","RMAA8C8028  S. ANTONIO (ASSOC. I. C. RMIC8C800A)","RMIC8C800A","VIA LAURENTINA ARDEA",""
"ROMA","ARDEA","041","RMAA8DA024","RMAA8DA024  TOR S. LORENZO - VIA TICINO (ASSOC. I. C. RMIC8DA006)","RMIC8DA006","VIA TICINO ARDEA - TOR S. LORENZO",""
"ROMA","ARDEA","041","RMAA8DA035","RMAA8DA035  TSL - VIA CAMPO DI CARNE (ASSOC. I. C. RMIC8DA006)","RMIC8DA006","VIA CAMPO DI CARNE SNC ARDEA",""
"ROMA","ALBANO LAZIALE","042","RMAA8GB01P","RMAA8GB01P  VIA ROSSINI (ASSOC. I. C. RMIC8GB00T)","RMIC8GB00T","ALBANO LAZIALE",""
"ROMA","ALBANO LAZIALE","042","RMAA8GB02Q","RMAA8GB02Q  VIA VIRGILIO (ASSOC. I. C. RMIC8GB00T)","RMIC8GB00T","VIA VIRGILIO 29 ALBANO LAZIALE",""
"ROMA","ALBANO LAZIALE","042","RMAA8AX002","RMAA8AX002  ANTONIO GRAMSCI (ASSOC. I. C. RMIC8AX006)","RMIC8AX006","VIA PESCARA S. N. C. LOC. PAVONA",""
"ROMA","ALBANO LAZIALE","042","RMAA8AX013","RMAA8AX013  ALBANO - VIA CANCELLIERA (ASSOC. I. C. RMIC8AX006)","RMIC8AX006","VIA PANTANELLE CANCELLIERA",""
"ROMA","ALBANO LAZIALE","042","RMAA8AY01V","RMAA8AY01V  ALBANO - VIA UMBRIA (ASSOC. I. C. RMIC8AY002)","RMIC8AY002","VIA UMBRIA CECCHINA",""
"ROMA","ALBANO LAZIALE","042","RMAA8AX024","RMAA8AX024  ANTONIO GRAMSCI (ASSOC. I. C. RMIC8AX006)","RMIC8AX006","VIA COMO FRAZ. PAVONA",""
"ROMA","ALBANO LAZIALE","042","RMAA8GB00N","RMAA8GB00N  IC ALBANO (ASSOC. I. C. RMIC8GB00T)","RMIC8GB00T","VIA VIRGILIO 29 ALBANO",""
"ROMA","ALBANO LAZIALE","042","RMAA8AY00T","RMAA8AY00T  IST. COMPR. ALBANO LOC. CECCHINA (ASSOC. I. C. RMIC8AY002)","RMIC8AY002","PIAZZA XXV APRILE CECCHINA",""
"ROMA","ALBANO LAZIALE","042","RMAA8AY02X","RMAA8AY02X  VIA PORTOGALLO (ASSOC. I. C. RMIC8AY002)","RMIC8AY002","VIA PORTOGALLO 3 CECCHINA",""
"ROMA","ARICCIA","042","RMAA8A3031","RMAA8A3031  VILLINI (ASSOC. I. C. RMIC8A3002)","RMIC8A3002","VIA VITO VOLTERRA 25 ARICCIA",""
"ROMA","ARICCIA","042","RMAA8A301V","RMAA8A301V  ARICCIA - FONTANA DI PAPA (ASSOC. I. C. RMIC8A3002)","RMIC8A3002","VIA CORIOLANO FONTANA DI PAPA",""
"ROMA","ARICCIA","042","RMAA8A302X","RMAA8A302X  C. U. 2 (ASSOC. I. C. RMIC8A3002)","RMIC8A3002","VIA CARDINALE F. CHIGI 2 ARICCIA",""
"ROMA","ARICCIA","042","RMAA8A3042","RMAA8A3042  CROCIFISSO (ASSOC. I. C. RMIC8A3002)","RMIC8A3002","VIA PRATO LUNGO 32 ARICCIA",""
"ROMA","ARICCIA","042","RMAA8A300T","RMAA8A300T  IC VITO VOLTERRA (ASSOC. I. C. RMIC8A3002)","RMIC8A3002","VIA STRADA NUOVA S. N. C. ARICCIA",""
"ROMA","ARICCIA","042","RMAA8A3053","RMAA8A3053  SAN GIUSEPPE (ASSOC. I. C. RMIC8A3002)","RMIC8A3002","VIA LAZIALE 21 ARICCIA",""
"ROMA","CASTEL GANDOLFO","042","RMAA8A500D","RMAA8A500D  ISTITUTO COMPRENSIVO CASTELGAND (ASSOC. I. C. RMIC8A500N)","RMIC8A500N","VIA UGO LA MALFA 3 CASTELGANDOLFO",""
"ROMA","CASTEL GANDOLFO","042","RMAA8A501E","RMAA8A501E  SCUOLA INFANZIA LAGHETTO (ASSOC. I. C. RMIC8A500N)","RMIC8A500N","LOC. PAVONA CASTEL GANDOLFO",""
"ROMA","LANUVIO","042","RMAA8BG00Q","RMAA8BG00Q  ETTORE MAJORANA-LANUVIO (ASSOC. I. C. RMIC8BG00X)","RMIC8BG00X","VIA CARLO MAX S. N. C. LANUVIO-LOC. PASCOLARE",""
"ROMA","LANUVIO","042","RMAA8BG01R","RMAA8BG01R  ITALO CALVINO - LANUVIO (ASSOC. I. C. RMIC8BG00X)","RMIC8BG00X","STRADA MEDIANA",""
"ROMA","LANUVIO","042","RMAA8BH00G","RMAA8BH00G  LANUVIO MARIANNA DIONIGI (ASSOC. I. C. RMIC8BH00Q)","RMIC8BH00Q","VIA SANTA MARIA DELLA PACE 55 LANUVIO",""
"ROMA","LANUVIO","042","RMAA8BG02T","RMAA8BG02T  LANUVIO - VILLAGGIO BELLAVISTA (ASSOC. I. C. RMIC8BG00X)","RMIC8BG00X","VIA NETTUNENSE KM. 9200 VILLAGGIO BELLAVISTA",""
"ROMA","LANUVIO","042","RMAA8BH02N","RMAA8BH02N  LANUVIO C. U. (ASSOC. I. C. RMIC8BH00Q)","RMIC8BH00Q","VIA TERRACINI SNC LANUVIO",""
"ROMA","GENZANO DI ROMA","042","RMAA8BA01T","RMAA8BA01T  GENZANO - LANDI (ASSOC. I. C. RMIC8BA001)","RMIC8BA001","LOC. LANDI",""
"ROMA","GENZANO DI ROMA","042","RMAA8BA00R","RMAA8BA00R  GENZANO - VIA S. CARLINO (ASSOC. I. C. RMIC8BA001)","RMIC8BA001","VIA DE AMICIS 12 GENZANO DI ROMA",""
"ROMA","GENZANO DI ROMA","042","RMAA8BA02V","RMAA8BA02V  GENZANO II (ASSOC. I. C. RMIC8BA001)","RMIC8BA001","VIA DE AMICIS 2 GENZANO DI ROMA",""
"ROMA","GENZANO DI ROMA","042","RMAA8BA03X","RMAA8BA03X  GENZANO II - LA SELVA (ASSOC. I. C. RMIC8BA001)","RMIC8BA001","V. LA SELVA GENZANO DIROMA",""
"ROMA","GENZANO DI ROMA","042","RMAA8BJ00R","RMAA8BJ00R  ISTITUTO COMPRENSIVO F. DE SANC (ASSOC. I. C. RMIC8BJ00G)","RMIC8BJ00G","V. LE V. VENETO 2 GENZANO DI ROMA",""
"ROMA","GENZANO DI ROMA","042","RMAA8BJ01T","RMAA8BJ01T  SCUOLA DELL'INFANZIA TRUZZI (ASSOC. I. C. RMIC8BJ00G)","RMIC8BJ00G","PIAZZA DANTE ALIGHIERI2 GENZANO DI ROMA",""
"ROMA","NEMI","042","RMAA8BH01L","RMAA8BH01L  NEMI C. U. (ASSOC. I. C. RMIC8BH00Q)","RMIC8BH00Q","VIA SAN MICHELE SNC",""
"ROMA","ANZIO","043","RMAA8C501Q","RMAA8C501Q  ANZIO I C. U. (ASSOC. I. C. RMIC8C500V)","RMIC8C500V","VIA AMBROSINI 6",""
"ROMA","ANZIO","043","RMAA8C502R","RMAA8C502R  ANZIO I - QUARTIERE EUROPA (ASSOC. I. C. RMIC8C500V)","RMIC8C500V","LOC. QUARTIERE EUROPA",""
"ROMA","ANZIO","043","RMAA8DF038","RMAA8DF038  ANZIO II - VILLAGGIO SACIDA (ASSOC. I. C. RMIC8DF009)","RMIC8DF009","LOC. VILLAGGIO SACIDA",""
"ROMA","ANZIO","043","RMAA8DF016","RMAA8DF016  ANZIO II - COLONIA (ASSOC. I. C. RMIC8DF009)","RMIC8DF009","VIA ARDEATINA",""
"ROMA","ANZIO","043","RMAA8DF027","RMAA8DF027  ANZIO II - FALASCHE (ASSOC. I. C. RMIC8DF009)","RMIC8DF009","VIA NETTUNENSE",""
"ROMA","ANZIO","043","RMAA8C701B","RMAA8C701B  ANZIO III - C. COLLODI (ASSOC. I. C. RMIC8C700E)","RMIC8C700E","VIA MACHIAVELLI SNC LAVINIO",""
"ROMA","ANZIO","043","RMAA8C4043","RMAA8C4043  ANZIO IV C. U. VIALE SEVERIANO (ASSOC. I. C. RMIC8C4003)","RMIC8C4003","VIALE SEVERIANO ANZIO",""
"ROMA","ANZIO","043","RMAA8C401X","RMAA8C401X  ANZIO IV MIGLIORAMENTO-ANZIO (ASSOC. I. C. RMIC8C4003)","RMIC8C4003","LOC. POCACQUA MIGLIORAME.",""
"ROMA","ANZIO","043","RMAA8C4032","RMAA8C4032  ANZIO IV- VILLA CLAUDIA (ASSOC. I. C. RMIC8C4003)","RMIC8C4003","LOC. VILLA CLAUDIA",""
"ROMA","ANZIO","043","RMAA8C602L","RMAA8C602L  ANZIO V LEONARDO DA VINCI (ASSOC. I. C. RMIC8C600P)","RMIC8C600P","VIA DELLE CAMELIE LIDO DEI PINI",""
"ROMA","ANZIO","043","RMAA8C601G","RMAA8C601G  ANZIO V LA SIRENETTA (ASSOC. I. C. RMIC8C600P)","RMIC8C600P","PIAZZA S. ANASTASIO LAVINIO",""
"ROMA","ANZIO","043","RMAA8C500P","RMAA8C500P  I. C. ANZIO I (ASSOC. I. C. RMIC8C500V)","RMIC8C500V","VIA AMBROSINI 6 ANZIO",""
"ROMA","ANZIO","043","RMAA8DF005","RMAA8DF005  I. C. ANZIO II (ASSOC. I. C. RMIC8DF009)","RMIC8DF009","VIALE G. MARCONI 161 ANZIO",""
"ROMA","ANZIO","043","RMAA8C700A","RMAA8C700A  I. C. ANZIO III (ASSOC. I. C. RMIC8C700E)","RMIC8C700E","VIA MACHIAVELLI LAVINIO STAZIONE-ANZIO",""
"ROMA","ANZIO","043","RMAA8C400V","RMAA8C400V  I. C. ANZIO IV (ASSOC. I. C. RMIC8C4003)","RMIC8C4003","VIA ARDEATINA 81 ANZIO",""
"ROMA","ANZIO","043","RMAA8C600E","RMAA8C600E  IC ANZIO V (ASSOC. I. C. RMIC8C600P)","RMIC8C600P","VIA GOLDONI 12 ANZIO",""
"ROMA","ANZIO","043","RMAA8C702C","RMAA8C702C  RODARI (ASSOC. I. C. RMIC8C700E)","RMIC8C700E","VIA DEI GAROFANI ANZIO",""
"ROMA","NETTUNO","043","RMAA30704A","RMAA30704A  A.EUFEMI  TRE  CANCELLI","","VIA CISTERNINA",""
"ROMA","NETTUNO","043","RMAA307017","RMAA307017  ANGELO CASTELLANI","","VIA CAVOUR NETTUNO",""
"ROMA","NETTUNO","043","RMAA307028","RMAA307028  CADOLINO - DON VITTORIO CADOLIN","","VIA DON V. NADALIN S. N. C. CADOLINO",""
"ROMA","NETTUNO","043","RMAA8D0028","RMAA8D0028  CARLO COLLODI (ASSOC. I. C. RMIC8D000A)","RMIC8D000A","VIA S. GIACOMO S. GIACOMO",""
"ROMA","NETTUNO","043","RMAA307006","RMAA307006  CD NETTUNO","","VIA CAVOUR 61 NETTUNO",""
"ROMA","NETTUNO","043","RMAA8D302Q","RMAA8D302Q  COMPRENSIVO NETTUNO IV (ASSOC. I. C. RMIC8D300T)","RMIC8D300T","VIA FIRENZE",""
"ROMA","NETTUNO","043","RMAA8D300N","RMAA8D300N  COMPRENSIVO NETTUNO IV (ASSOC. I. C. RMIC8D300T)","RMIC8D300T","VIA VISCA 26/A NETTUNO",""
"ROMA","NETTUNO","043","RMAA8D301P","RMAA8D301P  COMPRENSIVO NETTUNO IV (ASSOC. I. C. RMIC8D300T)","RMIC8D300T","VIA E. VISCA26",""
"ROMA","NETTUNO","043","RMAA8D1024","RMAA8D1024  FRATELLI GRIMM (ASSOC. I. C. RMIC8D1006)","RMIC8D1006","VIA ANIENE SNC NETTUNO",""
"ROMA","NETTUNO","043","RMAA8D1013","RMAA8D1013  H. C. ANDERSEN (ASSOC. I. C. RMIC8D1006)","RMIC8D1006","VIA DELL'OLMO CRETAROSSA",""
"ROMA","NETTUNO","043","RMAA8D0006","RMAA8D0006  IC NETTUNO I (ASSOC. I. C. RMIC8D000A)","RMIC8D000A","VIA ROMANA 187 NETTUNO",""
"ROMA","NETTUNO","043","RMAA8D1002","RMAA8D1002  IC NETTUNO II (ASSOC. I. C. RMIC8D1006)","RMIC8D1006","VIA CAP. D. CANDUCCI 15 NETTUNO",""
"ROMA","NETTUNO","043","RMAA8D200T","RMAA8D200T  IC NETTUNO III (ASSOC. I. C. RMIC8D2002)","RMIC8D2002","VIA OLMATA 86 NETTUNO",""
"ROMA","NETTUNO","043","RMAA8D0017","RMAA8D0017  ITALO CALVINO (ASSOC. I. C. RMIC8D000A)","RMIC8D000A","VIA POCACQUA SNC SAN GIACOMO",""
"ROMA","NETTUNO","043","RMAA8D0039","RMAA8D0039  NETTUNO I - SANDALO DI LEVANTE (ASSOC. I. C. RMIC8D000A)","RMIC8D000A","VIA NETTUNENSE",""
"ROMA","NETTUNO","043","RMAA8D201V","RMAA8D201V  NETTUNO II - VIA DELLE BEGONIE (ASSOC. I. C. RMIC8D2002)","RMIC8D2002","VIA DELLE BEGONIE S. N. C. NETTUNO",""
"ROMA","NETTUNO","043","RMAA307039","RMAA307039  PISCINA CARDILLO","","VIA ACITREZZA",""
"ROMA","ROMA","009","RMAA80800A","RMAA80800A  I. C. REGINA MARGHERITA (ASSOC. I. C. RMIC80800E)","RMIC80800E","VIA MADONNA DELL'ORTO 2 ROMA",""
"ROMA","ROMA","009","RMAA81400N","RMAA81400N  DANIELE MANIN (ASSOC. I. C. RMIC81400T)","RMIC81400T","VIA DELL'ESQUILINO 31 ROMA",""
"ROMA","ROMA","009","RMAA8D6005","RMAA8D6005  I. C. VIA DELLE CARINE (ASSOC. I. C. RMIC8D6009)","RMIC8D6009","VIA DELLE CARINE 2 ROMA",""
"ROMA","ROMA","009","RMAA81902V","RMAA81902V  PESTALOZZI (ASSOC. I. C. RMIC819001)","RMIC819001","VIA MONTEBELLO 120 ROMA",""
"ROMA","ROMA","009","RMAA81900R","RMAA81900R  REGINA ELENA (ASSOC. I. C. RMIC819001)","RMIC819001","VIA PUGLIE 6 ROMA",""
"ROMA","ROMA","009","RMAA81901T","RMAA81901T  REGINA ELENA (ASSOC. I. C. RMIC819001)","RMIC819001","VIA PUGLIE 6 ROMA",""
"ROMA","ROMA","009","RMAA80801B","RMAA80801B  REGINA MARGHERITA (ASSOC. I. C. RMIC80800E)","RMIC80800E","VIA MADONNA DELL'ORTO 2 ROMA",""
"ROMA","ROMA","009","RMAA81401P","RMAA81401P  VIA BIXIO (ASSOC. I. C. RMIC81400T)","RMIC81400T","VIA BIXIO 85",""
"ROMA","ROMA","009","RMAA8D6016","RMAA8D6016  VIA VITTORINO DA FELTRE (ASSOC. I. C. RMIC8D6009)","RMIC8D6009","VIA VITTORINO DA FELTRE 2",""
"ROMA","ROMA","010","RMAA8BL00C","RMAA8BL00C  ALFIERI LANTE DELLA ROVERE (ASSOC. I. C. RMIC8BL001)","RMIC8BL001","VIA SALARIA 159 ROMA",""
"ROMA","ROMA","010","RMAA8BL01D","RMAA8BL01D  CASA DEI BAMBINI (ASSOC. I. C. RMIC8BL001)","RMIC8BL001","VIA LIVENZA ROMA",""
"ROMA","ROMA","010","RMAA8EB00C","RMAA8EB00C  I. C. VIA MASCAGNI (ASSOC. I. C. RMIC8EB00L)","RMIC8EB00L","VIA PIETRO MASCAGNI 172 ROMA",""
"ROMA","ROMA","010","RMAA8EA00L","RMAA8EA00L  I. C. VIA SEBENICO 1 (ASSOC. I. C. RMIC8EA00R)","RMIC8EA00R","VIA SEBENICO 1 ROMA",""
"ROMA","ROMA","010","RMAA8D900L","RMAA8D900L  I. C. VIA VOLSINIO (ASSOC. I. C. RMIC8D900R)","RMIC8D900R","VIA VOLSINIO 23 ROMA",""
"ROMA","ROMA","010","RMAA8D800R","RMAA8D800R  IC VIA P. A. MICHELI (ASSOC. I. C. RMIC8D8001)","RMIC8D8001","VIA P. A. MICHELI 21 ROMA",""
"ROMA","ROMA","010","RMAA8D7001","RMAA8D7001  IC VIA U. BOCCIONI (ASSOC. I. C. RMIC8D7005)","RMIC8D7005","VIA U. BOCCIONI 12 ROMA",""
"ROMA","ROMA","010","RMAA8BS01R","RMAA8BS01R  IST. STAT. PER SORDOMUTI-MATERNA (ASSOC. I. C. RMIC8BS00X)","RMIC8BS00X","VIA NOMENTANA 56 ROMA",""
"ROMA","ROMA","010","RMAA00700G","RMAA00700G  MONTESSORI","","VIA S. M. GORETTI 41 ROMA",""
"ROMA","ROMA","010","RMAA00701L","RMAA00701L  MONTESSORI","","VIA S. MARIA GORETTI 41",""
"ROMA","ROMA","010","RMAA8EA01N","RMAA8EA01N  VIA ASMARA (ASSOC. I. C. RMIC8EA00R)","RMIC8EA00R","VIA ASMARA 32 ROMA",""
"ROMA","ROMA","010","RMAA00702N","RMAA00702N  VIA DEI MARSI","","VIA DEI MARSI 58",""
"ROMA","ROMA","010","RMAA8EB01D","RMAA8EB01D  VIA DI VILLA CHIGI (ASSOC. I. C. RMIC8EB00L)","RMIC8EB00L","VIA DI VILLA CHIGI 22 ROMA",""
"ROMA","ROMA","010","RMAA8D7012","RMAA8D7012  VIA FORTE ANTENNE (ASSOC. I. C. RMIC8D7005)","RMIC8D7005","VIA DI PONTE SALARIO 140 ROMA",""
"ROMA","ROMA","010","RMAA8D901N","RMAA8D901N  VIA SANTA MARIA GORETTI (ASSOC. I. C. RMIC8D900R)","RMIC8D900R","VIA SANTA MARIA GORETTI 43 ROMA",""
"ROMA","ROMA","010","RMAA00705R","RMAA00705R  VILLA PAGANINI","","LARGO VILLA PAGANINI 18",""
"ROMA","ROMA","010","RMAA8D801T","RMAA8D801T  VILLAGGIO OLIMPICO (ASSOC. I. C. RMIC8D8001)","RMIC8D8001","VIA VENEZUELA 33 ROMA",""
"ROMA","ROMA","011","RMAA8EC008","RMAA8EC008  I. C. PIAZZA WINCKELMANN (ASSOC. I. C. RMIC8EC00C)","RMIC8EC00C","PIAZZA WINCKELMANN 20 ROMA",""
"ROMA","ROMA","011","RMAA804003","RMAA804003  I. C. FALCONE E BORSELLINO (ASSOC. I. C. RMIC804007)","RMIC804007","VIA GIOVANNI DA PROCIDA 16 ROMA",""
"ROMA","ROMA","011","RMAA8BK001","RMAA8BK001  I. C. S. VIA TIBURTINA ANTICA25 (ASSOC. I. C. RMIC8BK005)","RMIC8BK005","VIA TIBURTINA ANTICA 25 ROMA",""
"ROMA","ROMA","011","RMAA8BK012","RMAA8BK012  POLICLINICO UMBERTO I (SEDE OSP. /ASRMIC8BK005)","","VIA TIBURTINA ANTICA25",""
"ROMA","ROMA","011","RMAA8EC019","RMAA8EC019  PROTETTORATO S. GIUSEPPE (ASSOC. I. C. RMIC8EC00C)","RMIC8EC00C","VIA NOMENTANA 343 ROMA",""
"ROMA","ROMA","011","RMAA804014","RMAA804014  VIA REGGIO CALABRIA (ASSOC. I. C. RMIC804007)","RMIC804007","VIA REGGIO CALABRIA 34",""
"ROMA","ROMA","012","RMAA8B4019","RMAA8B4019  ANGELO MAURI (ASSOC. I. C. RMIC8B400C)","RMIC8B400C","VIA ANGELO MAURI ROMA",""
"ROMA","ROMA","012","RMAA8B4008","RMAA8B4008  BRUNO MUNARI (ASSOC. I. C. RMIC8B400C)","RMIC8B400C","VIA C. PERAZZI 46 ROMA",""
"ROMA","ROMA","012","RMAA811006","RMAA811006  CARLO LEVI (ASSOC. I. C. RMIC81100A)","RMIC81100A","VIA SERRAPETRONA 121 ROMA ROMA",""
"ROMA","ROMA","012","RMAA811028","RMAA811028  CASTEL GIUBILEO (ASSOC. I. C. RMIC81100A)","RMIC81100A","VIA CASTEL GIUBILEO 41",""
"ROMA","ROMA","012","RMAA80703N","RMAA80703N  CINQUINA (ASSOC. I. C. RMIC80700P)","RMIC80700P","VIA SERASSI 73 ROMA",""
"ROMA","ROMA","012","RMAA812002","RMAA812002  IC FIDENAE (ASSOC. I. C. RMIC812006)","RMIC812006","VIA RUSSOLILLO 64 ROMA",""
"ROMA","ROMA","012","RMAA8EF00Q","RMAA8EF00Q  IC P. ZZA CAPRI (ASSOC. I. C. RMIC8EF00X)","RMIC8EF00X","PIAZZA CAPRI 25 ROMA",""
"ROMA","ROMA","012","RMAA8EG00G","RMAA8EG00G  IC P. ZZA FILATTIERA (ASSOC. I. C. RMIC8EG00Q)","RMIC8EG00Q","P. ZZA FILATTIERA 84 ROMA",""
"ROMA","ROMA","012","RMAA8EJ00L","RMAA8EJ00L  IC VIA MATTEO BANDELLO (ASSOC. I. C. RMIC8EJ00R)","RMIC8EJ00R","VIA MATTEO BANDELLO 30 ROMA",""
"ROMA","ROMA","012","RMAA8EH00B","RMAA8EH00B  IC VIA SAVINIO (ASSOC. I. C. RMIC8EH00G)","RMIC8EH00G","VIA SAVINIO 43 ROMA",""
"ROMA","ROMA","012","RMAA80702L","RMAA80702L  MARIA STERN NUOVO (ASSOC. I. C. RMIC80700P)","RMIC80700P","VIA SETTEBAGNI 231 ROMA",""
"ROMA","ROMA","012","RMAA812013","RMAA812013  PIAZZA S. FELICITA (ASSOC. I. C. RMIC812006)","RMIC812006","BORG. FIDENE",""
"ROMA","ROMA","012","RMAA80700E","RMAA80700E  URUGUAY (ASSOC. I. C. RMIC80700P)","RMIC80700P","VIA DI SETTEBAGNI 281 ROMA",""
"ROMA","ROMA","012","RMAA81300T","RMAA81300T  V. LE ADRIATICO140 (ASSOC. I. C. RMIC813002)","RMIC813002","V. LE ADRIATICO 140 ROMA",""
"ROMA","ROMA","012","RMAA8EJ01N","RMAA8EJ01N  VIA ALBERTAZZI (ASSOC. I. C. RMIC8EJ00R)","RMIC8EJ00R","VIA ALBERTAZZI 34 ROMA",""
"ROMA","ROMA","012","RMAA8EG01L","RMAA8EG01L  VIA CALCINAIA (ASSOC. I. C. RMIC8EG00Q)","RMIC8EG00Q","VIA CALCINAIA 44 ROMA",""
"ROMA","ROMA","012","RMAA80701G","RMAA80701G  VIA DELLA MARCIGLIANA (ASSOC. I. C. RMIC80700P)","RMIC80700P","VIA DELLA MARCIGLIANA 635 ROMA",""
"ROMA","ROMA","012","RMAA81302X","RMAA81302X  VIA MONTE RUGGERO (ASSOC. I. C. RMIC813002)","RMIC813002","ROMA",""
"ROMA","ROMA","012","RMAA8EF01R","RMAA8EF01R  VIA MONTE SENARIO (ASSOC. I. C. RMIC8EF00X)","RMIC8EF00X","",""
"ROMA","ROMA","012","RMAA812024","RMAA812024  VIA RUSSOLILLO (ASSOC. I. C. RMIC812006)","RMIC812006","VIA RUSSOLILLO 64 BORG. FIDENE",""
"ROMA","ROMA","012","RMAA811017","RMAA811017  VIA SERRA PETRONA 121 (ASSOC. I. C. RMIC81100A)","RMIC81100A","VIA SERRA PETRONA 121 RM BORGATA FIDENE",""
"ROMA","ROMA","012","RMAA8EF02T","RMAA8EF02T  VIA VALLE SCRIVIA (ASSOC. I. C. RMIC8EF00X)","RMIC8EF00X","",""
"ROMA","ROMA","012","RMAA8EG02N","RMAA8EG02N  VIA ZIRARDINI (ASSOC. I. C. RMIC8EG00Q)","RMIC8EG00Q","VIA ZIRARDINI 6 ROMA",""
"ROMA","ROMA","012","RMAA81301V","RMAA81301V  VIALE ADRIATICO (ASSOC. I. C. RMIC813002)","RMIC813002","VIALE ADRIATICO 140 ROMA",""
"ROMA","ROMA","012","RMAA8EH01C","RMAA8EH01C  VIALE IONIO23 (ASSOC. I. C. RMIC8EH00G)","RMIC8EH00G","ROMA",""
"ROMA","ROMA","013","RMAA8B5004","RMAA8B5004  VIA F. SANTI 65 (ASSOC. I. C. RMIC8B5008)","RMIC8B5008","VIA F. SANTI 65 ROMA",""
"ROMA","ROMA","013","RMAA8EK02E","RMAA8EK02E  A. SANTORO (ASSOC. I. C. RMIC8EK00L)","RMIC8EK00L","VIA F. VERDINOIS 54 VERDE ROCCA",""
"ROMA","ROMA","013","RMAA8EK01D","RMAA8EK01D  ALBERT BRUCE SABIN (ASSOC. I. C. RMIC8EK00L)","RMIC8EK00L","VIA MARIO BORSA CASAL BRUCIATO",""
"ROMA","ROMA","013","RMAA8EP00G","RMAA8EP00G  IC P. LE HEGEL (ASSOC. I. C. RMIC8EP00Q)","RMIC8EP00Q","PIAZZALE HEGEL 10 ROMA",""
"ROMA","ROMA","013","RMAA8EN00X","RMAA8EN00X  IC P. ZZA GOLA (ASSOC. I. C. RMIC8EN004)","RMIC8EN004","PIAZZA GOLA64 ROMA",""
"ROMA","ROMA","013","RMAA8EK00C","RMAA8EK00C  IC VIA FIORENTINI (ASSOC. I. C. RMIC8EK00L)","RMIC8EK00L","VIA F. FIORENTINI 48 ROMA",""
"ROMA","ROMA","013","RMAA8EQ00B","RMAA8EQ00B  IC VIA BELFORTE DEL CHIENTI (ASSOC. I. C. RMIC8EQ00G)","RMIC8EQ00G","VIA BELFORTE DEL CHIENTI 24 ROMA",""
